Gene Pearson Spearman Source
ARG2 0.964528342375746 0.687182382834557 Exon_MR
TBP 0.561826046033698 0.605872388481084 Exon_MR
HCK 0.949793806926862 0.898362507058159 Exon_MR
PPARGC1B 0.766529613896425 0.738001129305477 Exon_MR
IL34 0.423636170373952 0.427442123094297 Exon_MR
FGFR1 0.964614260617883 0.923207227555054 Exon_MR
LDHB 0.90614902737702 0.837380011293055 Exon_MR
CD14 0.932586099303277 0.935629587803501 Exon_MR
EGF 0.759245523390561 0.480519480519481 Exon_MR
CD84 0.989039476977852 0.936758893280632 Exon_MR
IL24 0.0613693819648257 0.582156973461321 Exon_MR
CES3 0.531825202999986 0.507622811970638 Exon_MR
IKBKB 0.907296739295924 0.768492377188029 Exon_MR
TRAF1 0.957765942886401 0.712027103331451 Exon_MR
BCL2L1 0.862644852824345 0.785431959345003 Exon_MR
TNFRSF17 0.959614844708286 0.723320158102767 Exon_MR
RASAL1 0.826174606453753 0.831733483907397 Exon_MR
LY96 0.944382089235598 0.926595143986448 Exon_MR
BID 0.695146270288864 0.777526821005082 Exon_MR
IRF3 0.786206407914552 0.652173913043478 Exon_MR
CRABP2 0.957836804514987 0.937888198757764 Exon_MR
ANGPT1 0.886555638540323 0.893845285149633 Exon_MR
BMP2 0.963627013724273 0.861095426312818 Exon_MR
IFI16 0.829724858997845 0.900621118012422 Exon_MR
PKM 0.966403342404761 0.905138339920948 Exon_MR
CD86 0.949289474750151 0.91304347826087 Exon_MR
SERPINH1 0.940900295642108 0.911914172783738 Exon_MR
CASP1 0.95887922447309 0.952569169960474 Exon_MR
CASP8 0.9437084064889 0.861095426312818 Exon_MR
CCNE1 0.965546921499411 0.923207227555054 Exon_MR
CD27 0.997241045600965 0.765104460756635 Exon_MR
PIK3R1 0.934674833968991 0.932241671372106 Exon_MR
TREM1 0.990254676943111 0.873517786561265 Exon_MR
TNFRSF8 0.845660139811852 0.713156408808583 Exon_MR
E2F3 0.894744235872721 0.854319593450028 Exon_MR
CD28 0.990483193464814 0.894974590626765 Exon_MR
IL18 0.914160471020606 0.827216261998871 Exon_MR
MS4A4A 0.947021322430374 0.940146809712027 Exon_MR
STAT4 0.982058873670133 0.924336533032185 Exon_MR
TNFSF8 0.997490341531665 0.92772444946358 Exon_MR
GIMAP6 0.961500605803876 0.915302089215133 Exon_MR
MAP3K8 0.907229757177706 0.845285149632976 Exon_MR
DAB2 0.911730070115859 0.90626764539808 Exon_MR
CD40 0.962952469645771 0.875776397515528 Exon_MR
CD68 0.923141138070278 0.908526256352343 Exon_MR
CD70 0.892184392294602 0.644450745834062 Exon_MR
VTCN1 0.996687553964544 0.952569169960474 Exon_MR
CD6 0.959552644884742 0.847543760587239 Exon_MR
CDC20 0.95722927515377 0.687182382834557 Exon_MR
ADGRE1 0.92575834739337 0.623941276115189 Exon_MR
SAMSN1 0.974089199688083 0.952569169960474 Exon_MR
CD300A 0.7907320694959 0.795595708639187 Exon_MR
POLD1 0.607836675271477 0.542631281761716 Exon_MR
TNFAIP3 0.957035799021303 0.957086391869 Exon_MR
IFIT1 0.929271595581507 0.941276115189159 Exon_MR
TNFRSF11A 0.564074376988613 0.562958780350085 Exon_MR
TWIST2 0.710780691528223 0.598700955814291 Exon_MR
RPS6KB1 0.721755822837748 0.472614342179559 Exon_MR
GPSM3 0.994440198218814 0.967250141163185 Exon_MR
CEACAM3 0.914716180211547 0.659295127478782 Exon_MR
CHUK 0.674407662022317 0.666854884246189 Exon_MR
CASP9 0.979606457255394 0.962732919254658 Exon_MR
EOMES 0.962763332208012 0.857707509881423 Exon_MR
LILRA1 0.867010195380963 0.608130999435347 Exon_MR
LILRB2 0.957353264986194 0.773009599096556 Exon_MR
LILRB4 0.962668492955187 0.929983060417843 Exon_MR
IL18R1 0.94054721136993 0.81931112365895 Exon_MR
PIK3CG 0.991239605776247 0.939017504234895 Exon_MR
DEPTOR 0.963313378558289 0.935629587803501 Exon_MR
PNOC 0.918706653251793 0.908526256352343 Exon_MR
PTCD2 0.284879153861884 0.312905971246337 Exon_MR
RICTOR 0.742915988681599 0.588932806324111 Exon_MR
IFI27 0.951683859870992 0.977413890457369 Exon_MR
GMIP 0.845291065176775 0.662337662337662 Exon_MR
LAIR1 0.966970478313918 0.922077922077922 Exon_MR
HELLS 0.936683356197614 0.838509316770186 Exon_MR
MICA 0.822407679198252 0.806888763410503 Exon_MR
NFIL3 0.97881647615352 0.986448334274421 Exon_MR
CDK2 0.773222914332384 0.803500846979108 Exon_MR
WNT2B 0.918560735819687 0.915302089215133 Exon_MR
TNFSF4 0.941157008825713 0.778656126482213 Exon_MR
PGPEP1 0.737671673613128 0.767363071710898 Exon_MR
DEFB134 -0.0294369888918741 -0.122853262533774 Exon_MR
ITGA6 0.874917974184415 0.862224731789949 Exon_MR
C5 0.759847467294942 0.74025974025974 Exon_MR
MAPK10 0.951474159799995 0.960474308300395 Exon_MR
ROR2 0.895024257111907 0.823828345567476 Exon_MR
TLR2 0.956400934726538 0.922077922077922 Exon_MR
IL12RB2 0.781278205846245 0.706380575945793 Exon_MR
AQP9 0.981878977776383 0.914172783738001 Exon_MR
CST2 0.707769554788271 0.787092622403772 Exon_MR
SFXN1 0.695331909638405 0.571993224167137 Exon_MR
RBL2 0.850687888424279 0.621682665160926 Exon_MR
CTAG1B 0.99386979028302 0.186881231213129 Exon_MR
TGFB3 0.885142652100025 0.928853754940711 Exon_MR
MRE11 0.700754819740526 0.442123094297007 Exon_MR
BRD4 0.60015461564549 0.462450592885375 Exon_MR
PTPN11 0.808948708623259 0.78317334839074 Exon_MR
BLK 0.999165914824052 0.759457933370977 Exon_MR
BNIP3L 0.357590567732306 0.459062676453981 Exon_MR
HDAC11 0.983858228150634 0.896103896103896 Exon_MR
CTSW 0.944581881155929 0.880293619424054 Exon_MR
CD5 0.960355099813958 0.500846979107849 Exon_MR
IRF5 0.841022813768739 0.779785431959345 Exon_MR
PIK3CD 0.939064347658943 0.815923207227555 Exon_MR
P4HA2 0.888955133587884 0.831733483907397 Exon_MR
ENO1 0.923864632193745 0.959345002823264 Exon_MR
GPC4 0.990167446882811 0.721061547148504 Exon_MR
CXCL1 0.98628552834772 0.905138339920948 Exon_MR
ID4 0.812627682242673 0.642010163749294 Exon_MR
IFIT2 0.777962218073522 0.692828910220215 Exon_MR
CXCR2 0.993433539220982 0.88481084133258 Exon_MR
IL10RA 0.984298249592234 0.941276115189159 Exon_MR
TNFRSF9 0.964481535305112 0.835121400338792 Exon_MR
CXCL10 0.936802719426255 0.950014158188337 Exon_MR
AREG 0.978250581270616 0.950310559006211 Exon_MR
ATF3 0.957437846655886 0.966120835686053 Exon_MR
AXL 0.945533153037036 0.983060417843026 Exon_MR
C5AR1 0.969810381335258 0.843026538678713 Exon_MR
CCND2 0.874359348880717 0.936758893280632 Exon_MR
CD1C 0.936588616238215 0.910784867306606 Exon_MR
CD2 0.978388477428381 0.900621118012422 Exon_MR
CD8A 0.930996308229966 0.926595143986448 Exon_MR
CD19 0.998640691607899 0.508958388940284 Exon_MR
CD38 0.995236039008673 0.929983060417843 Exon_MR
CD47 0.962578379643546 0.90626764539808 Exon_MR
CD48 0.997025577617754 0.961603613777527 Exon_MR
CD69 0.952290401019154 0.838509316770186 Exon_MR
CD79A 0.997960417232775 0.959345002823264 Exon_MR
CDC25C 0.626411623966193 0.700734048560135 Exon_MR
CDH2 0.938783056434318 0.925465838509317 Exon_MR
CDH5 0.903897797557737 0.79785431959345 Exon_MR
CDH11 0.80415762735485 0.709768492377188 Exon_MR
COL11A1 0.98607587766834 0.934143397676654 Exon_MR
CPA3 0.971923302050754 0.980801806888763 Exon_MR
DPP4 0.938225042407984 0.971767363071711 Exon_MR
EDN1 0.817904213749828 0.78317334839074 Exon_MR
EGR1 0.964544906612471 0.950310559006211 Exon_MR
FCN1 0.986755107906962 0.950310559006211 Exon_MR
FGF9 0.737060166581026 0.686053077357425 Exon_MR
FLT1 0.96053250105837 0.864483342744212 Exon_MR
FPR1 0.997588275822433 0.967250141163185 Exon_MR
FPR3 0.982442853483219 0.933370976849238 Exon_MR
FUT4 0.813949669499408 0.800112930547713 Exon_MR
FYN 0.984750908801919 0.9785431959345 Exon_MR
IFI6 0.973042629512163 0.960474308300395 Exon_MR
GAS1 0.959900280396373 0.976284584980237 Exon_MR
GBP1 0.889473436696498 0.846414455110107 Exon_MR
GLUL 0.987923572065187 0.976284584980237 Exon_MR
GOT1 0.685310179615334 0.634105025409373 Exon_MR
GOT2 0.839311382299383 0.892715979672501 Exon_MR
CXCL2 0.991664937493827 0.953698475437606 Exon_MR
CXCL3 0.990601681401713 0.727837380011293 Exon_MR
GZMK 0.960773487908209 0.976284584980237 Exon_MR
H2AFX 0.836346734241124 0.677018633540373 Exon_MR
HDC 0.860160072608886 0.828345567476002 Exon_MR
HLA-A 0.836640122186441 0.561829474872953 Exon_MR
HLA-C 0.850531842224746 0.888198757763975 Exon_MR
HLA-DMB 0.938328838192429 0.934500282326369 Exon_MR
HLA-DOA 0.91303373274618 0.637492941840768 Exon_MR
HLA-DOB 0.987544478478703 0.583286278938453 Exon_MR
HLA-DPB1 0.619057625952478 0.500282965297468 Exon_MR
HLA-DQA1 0.989530273368122 0.961603613777527 Exon_MR
HLA-DQB1 0.895833467445848 0.639751552795031 Exon_MR
HLA-DRB1 0.850095891351714 0.880293619424054 Exon_MR
HLA-DRB5 0.278198348826057 0.127046866177301 Exon_MR
HMGB1 0.387886692419213 0.497459062676454 Exon_MR
ICAM3 0.989829554640176 0.941276115189159 Exon_MR
IRF8 0.996639506565828 0.814793901750423 Exon_MR
IDO1 0.995444298199182 0.902879728966685 Exon_MR
IHH 0.0918439850271994 0.00867809574094312 Exon_MR
IL7R 0.997519294237236 0.984189723320158 Exon_MR
IL17A 0.288036337439244 0.0983566633558562 Exon_MR
INHBA 0.973351516920214 0.957086391869 Exon_MR
IRF1 0.932230024079707 0.798983625070582 Exon_MR
IRF2 0.874444623647597 0.786561264822134 Exon_MR
ITGA2 0.838726916209554 0.708639186900056 Exon_MR
ITGAE 0.716305682673656 0.485036702428007 Exon_MR
ITGAL 0.994760353391484 0.901750423489554 Exon_MR
ITGB8 0.94434114625496 0.934500282326369 Exon_MR
JAG2 0.652761731775324 0.547148503670243 Exon_MR
JAK1 0.906712087144976 0.888198757763975 Exon_MR
KDR 0.967993665484593 0.924336533032185 Exon_MR
KLRB1 0.954359967368066 0.789949181253529 Exon_MR
KLRD1 0.967180618849113 0.923207227555054 Exon_MR
LAG3 0.880857702201207 0.830604178430265 Exon_MR
LGALS9 0.925643925233525 0.940146809712027 Exon_MR
LIF 0.992671937354006 0.869000564652739 Exon_MR
LOXL2 0.575608866817281 0.518371585592336 Exon_MR
LTB 0.998297930554002 0.928853754940711 Exon_MR
EPCAM 0.973815259809749 0.977413890457369 Exon_MR
MAGEB2 0.595308053347951 0.414425005613931 Exon_MR
MFNG 0.92624055063756 0.679277244494636 Exon_MR
MGMT 0.801868893876357 0.815923207227555 Exon_MR
CXCL9 0.972724182310304 0.970638057594579 Exon_MR
MKI67 0.915707314585759 0.939017504234895 Exon_MR
MMP1 0.987873154705447 0.809121233465912 Exon_MR
MMP7 0.978725778100903 0.946922642574816 Exon_MR
MRC1 0.855509285974867 0.94240542066629 Exon_MR
IRF4 0.983698355813182 0.976284584980237 Exon_MR
MYC 0.991261737069077 0.979672501411632 Exon_MR
MYD88 0.922269402393471 0.900621118012422 Exon_MR
NBN 0.537199654524682 0.536984754376059 Exon_MR
NGFR 0.910009772617938 0.90626764539808 Exon_MR
NRAS 0.274613381368945 0.267259642318684 Exon_MR
NT5E 0.891990476107303 0.811405985319029 Exon_MR
OLR1 0.972782612659881 0.950310559006211 Exon_MR
TNFRSF11B 0.868886694433818 0.864483342744212 Exon_MR
PDGFB 0.118823340625772 0.355759389468372 Exon_MR
PDGFRB 0.933774623224676 0.922077922077922 Exon_MR
PDK1 0.962931674008405 0.936758893280632 Exon_MR
PF4 0.427411431735665 -0.062734803806715 Exon_MR
SERPINB5 0.796957943698818 0.406635591947162 Exon_MR
PRKCA 0.82592776591118 0.81931112365895 Exon_MR
PSMB9 0.959645539559772 0.876905702992659 Exon_MR
PSMB10 0.932796254140756 0.699604743083004 Exon_MR
TWF1 0.732677014261631 0.594579333709768 Exon_MR
NECTIN1 0.909522508502512 0.911914172783738 Exon_MR
S100A8 0.997070896328841 0.969508752117448 Exon_MR
S100A9 0.981213272682502 0.944664031620553 Exon_MR
CCL2 0.999003156772538 0.974025974025974 Exon_MR
CCL4 0.863850710349717 0.789949181253529 Exon_MR
CCL5 0.981203511176372 0.946922642574816 Exon_MR
CCL18 0.963981459955471 0.823828345567476 Exon_MR
CCL21 0.999614659403273 0.896103896103896 Exon_MR
CCL22 0.943433525843338 0.65330321852061 Exon_MR
CXCL6 0.864704367791627 0.826553672316384 Exon_MR
CXCL5 0.956719457035538 0.796950045899966 Exon_MR
XCL1/2 0.568616408031973 0.716544325239977 Exon_MR
CX3CL1 0.970131298333967 0.950310559006211 Exon_MR
SELP 0.907547290303822 0.822699040090344 Exon_MR
SFRP1 0.929614060924328 0.950310559006211 Exon_MR
SFRP4 0.977122331777533 0.967250141163185 Exon_MR
SLC16A1 0.876210169353097 0.885940146809712 Exon_MR
SOX2 0.902697398651483 0.74025974025974 Exon_MR
SOX11 0.96372533525298 0.672691356957377 Exon_MR
SPIB 0.996089579837303 0.642010163749294 Exon_MR
TRIM21 0.635187099482794 0.601355166572558 Exon_MR
STAT3 0.86945178086459 0.888198757763975 Exon_MR
STC1 0.980417581742838 0.791078486730661 Exon_MR
SYK 0.961565979519692 0.800112930547713 Exon_MR
MAP3K7 0.780079501067688 0.722190852625635 Exon_MR
TAPBP 0.822289941377497 0.822699040090344 Exon_MR
TCF3 0.781985582706326 0.516657255787691 Exon_MR
TFRC 0.968098840150151 0.952569169960474 Exon_MR
THBS1 0.964464388021497 0.94240542066629 Exon_MR
ICAM5 0.86797480309651 0.719932241671372 Exon_MR
TLR1 0.805861419652375 0.744776962168266 Exon_MR
TLR3 0.83253064265065 0.663466967814794 Exon_MR
TLR5 0.722964117702395 0.779785431959345 Exon_MR
TPSAB1/B2 0.799227889963724 0.89158667419537 Exon_MR
TNFRSF4 0.624797817363772 0.621293444712943 Exon_MR
UBA7 0.820760235157584 0.655561829474873 Exon_MR
VEGFB 0.863563042000599 0.719932241671372 Exon_MR
WNT2 0.70659805381822 0.637108186942 Exon_MR
WNT5A 0.972922239849916 0.958215697346132 Exon_MR
ADAM12 0.991802369990503 0.953698475437606 Exon_MR
SLC7A5 0.986925729089428 0.934500282326369 Exon_MR
FZD9 0.266495820233721 0.203839638622247 Exon_MR
IFITM1 0.922144020702884 0.897233201581028 Exon_MR
OASL 0.935172596575591 0.876905702992659 Exon_MR
SOCS1 0.954468861072289 0.717673630717109 Exon_MR
TNKS 0.908412812996498 0.540372670807453 Exon_MR
RIPK1 0.941876137559434 0.881422924901186 Exon_MR
TNFSF13 0.638617760940932 0.468097120271033 Exon_MR
TNFSF12 0.902407083685682 0.745906267645398 Exon_MR
TNFSF10 0.939411021041193 0.922077922077922 Exon_MR
TNFSF9 0.554682515409096 0.0660643704121965 Exon_MR
TNFRSF14 0.928664017381723 0.892715979672501 Exon_MR
RIPK2 0.7726234576962 0.826320281468214 Exon_MR
FADD 0.864009844236631 0.590062111801242 Exon_MR
SIGLEC5 0.959808398383913 0.811405985319029 Exon_MR
TNFRSF10D 0.955134896166947 0.722190852625635 Exon_MR
TNFRSF10C 0.989460799444658 0.897233201581028 Exon_MR
TNFRSF10B 0.88966736931796 0.880293619424054 Exon_MR
FGF18 0.980372223512212 0.892715979672501 Exon_MR
HDAC3 0.00361458491876638 -0.237718802936194 Exon_MR
KAT2B 0.950780161425622 0.94240542066629 Exon_MR
IER3 0.992619997325497 0.91304347826087 Exon_MR
NFKB1 0.989661320134578 0.918690005646527 Exon_MR
IRF7 0.789035526208 0.661208356860531 Exon_MR
B2M 0.733795434562857 0.597967250141163 Exon_MR
BNIP3 0.790230448473045 0.644268774703557 Exon_MR
CMKLR1 0.924415457977673 0.914172783738001 Exon_MR
CTSS 0.956305127061068 0.972896668548842 Exon_MR
EIF4EBP1 0.940695128723837 0.880293619424054 Exon_MR
FCGRT 0.919844850677728 0.918690005646527 Exon_MR
GBP2 0.888961661889669 0.909655561829475 Exon_MR
GZMB 0.812756885685199 0.784302653867871 Exon_MR
OAZ1 0.803076027103608 0.822699040090344 Exon_MR
PSMB8 0.938148506673837 0.856578204404291 Exon_MR
SDHA 0.425895046581128 0.37210615471485 Exon_MR
IL32 0.970305580912488 0.929983060417843 Exon_MR
BAD 0.517884559689174 0.350183577929113 Exon_MR
BAX 0.830736088463144 0.802371541501976 Exon_MR
CDH1 0.983317409593825 0.943534726143422 Exon_MR
COL6A3 0.970873642303688 0.889328063241107 Exon_MR
DUSP1 0.950079892489542 0.934500282326369 Exon_MR
DUSP2 0.914041531929145 0.941276115189159 Exon_MR
DUSP5 0.986449578134019 0.96386222473179 Exon_MR
ERBB2 0.992535907510714 0.952569169960474 Exon_MR
EZH2 0.907827247839093 0.883681535855449 Exon_MR
FAP 0.966393211746693 0.943534726143422 Exon_MR
IL16 0.994844551860094 0.87012987012987 Exon_MR
NFKBIE 0.842264843805026 0.63184641445511 Exon_MR
PFKFB3 0.970176286952112 0.815923207227555 Exon_MR
WNT11 0.946982426332962 0.924336533032185 Exon_MR
CXCL14 0.979611201758301 0.988706945228684 Exon_MR
CDKN2B 0.833927954962843 0.722190852625635 Exon_MR
MTOR 0.751964157617307 0.582156973461321 Exon_MR
JAK2 0.959391716968494 0.899491812535291 Exon_MR
KRAS 0.715357453920657 0.736871823828345 Exon_MR
MAGEA1 0.864653426502152 0.519335946919737 Exon_MR
MMP9 0.945649268398474 0.940146809712027 Exon_MR
PDCD1 0.775373017757692 0.899491812535291 Exon_MR
PIK3R2 0.725668763843232 0.640880858272163 Exon_MR
PPARG 0.993181483678121 0.838509316770186 Exon_MR
PRKX 0.329097926948391 0.198193111236589 Exon_MR
RELN 0.953444283472405 0.959345002823264 Exon_MR
TNFSF18 0.155686044969097 0.0631551187709413 Exon_MR
ISG15 0.964451746459299 0.955957086391869 Exon_MR
APLNR 0.877281829932592 0.939017504234895 Exon_MR
AKT1 0.70338046092536 0.612648221343873 Exon_MR
ALDOC 0.869125520481609 0.872634883710452 Exon_MR
CD80 0.968311002549817 0.873517786561265 Exon_MR
CEBPB 0.913585347955303 0.937888198757764 Exon_MR
CSF1R 0.948074453133078 0.932241671372106 Exon_MR
EGFR 0.933556689994795 0.931112365894974 Exon_MR
F2RL1 0.926833544392697 0.92094861660079 Exon_MR
GLI1 0.921961271559327 0.798983625070582 Exon_MR
GLUD1 0.703311394426028 0.70412196499153 Exon_MR
GZMM 0.928572027945257 0.692828910220215 Exon_MR
HRAS 0.350238375556836 0.331451157538114 Exon_MR
LCK 0.983832558178359 0.81253529079616 Exon_MR
MAGEA3/A6 0.709322144554821 0.349056130164184 Exon_MR
ROCK1 0.882482549480815 0.85544889892716 Exon_MR
CCL13 0.853899489620948 0.877153381490182 Exon_MR
CXCL11 0.84270175339843 0.881671879269913 Exon_MR
STAT2 0.951702819205553 0.914172783738001 Exon_MR
TIE1 0.80513343792326 0.763975155279503 Exon_MR
VEGFC 0.845665933403716 0.724449463579898 Exon_MR
FOSL1 0.999151759195572 0.896103896103896 Exon_MR
MAGEC1 0.985634007413708 0.474413515289693 Exon_MR
BCAT1 0.929784491209795 0.94918125352908 Exon_MR
CCR4 0.970608554518806 0.946922642574816 Exon_MR
MLANA 0.0556985301324223 0.167796636949256 Exon_MR
LRRC32 0.968354889195149 0.917560700169396 Exon_MR
HLA-B 0.773151419458465 0.662337662337662 Exon_MR
HLA-E 0.687846763604603 0.346132128740824 Exon_MR
HES1 0.982255555506606 0.9785431959345 Exon_MR
IFI35 0.827890887999483 0.815923207227555 Exon_MR
IFNGR2 0.787095119412709 0.618294748729531 Exon_MR
LAMA1 0.957688699303807 0.899181058166368 Exon_MR
LAMC2 0.85903783440451 0.94918125352908 Exon_MR
NKG7 0.932100284392804 0.900621118012422 Exon_MR
DLL1 0.950137720796571 0.929983060417843 Exon_MR
S100A12 0.999045910848478 0.953698475437606 Exon_MR
CCL8 0.995134895828258 0.955957086391869 Exon_MR
SGK1 0.96088968877757 0.953698475437606 Exon_MR
TDO2 0.942300452545505 0.774138904573687 Exon_MR
RAD50 0.155041857948485 0.0367024280067758 Exon_MR
PDZK1IP1 0.946455295387682 0.925465838509317 Exon_MR
CD96 0.984204293585463 0.892715979672501 Exon_MR
FSTL3 0.662718725380001 0.726708074534161 Exon_MR
SF3A1 0.757887927354248 0.709768492377188 Exon_MR
SMAD5 0.78033445389591 0.775268210050819 Exon_MR
MAP3K5 0.951292094114483 0.885940146809712 Exon_MR
MICB 0.857011195010427 0.788819875776397 Exon_MR
SNAI1 0.988463985215353 0.874647092038396 Exon_MR
ARID1A 0.689994348590126 0.569734613212874 Exon_MR
EXO1 0.788255856078418 0.632975719932242 Exon_MR
HDAC4 0.927474170307666 0.945793337097685 Exon_MR
IRF9 0.717105036054119 0.691699604743083 Exon_MR
HLA-DMA 0.941321733243498 0.899491812535291 Exon_MR
CD7 0.952746334362906 0.892715979672501 Exon_MR
GZMA 0.96200592025746 0.964991530208921 Exon_MR
OAS3 0.984394815053359 0.944664031620553 Exon_MR
PIK3CA 0.493497520432796 0.313382269904009 Exon_MR
PRKAA2 0.900012940735614 0.837380011293055 Exon_MR
CCL7 0.950619917811012 0.601913585116525 Exon_MR
CCL19 0.977342679298966 0.933370976849238 Exon_MR
THY1 0.977930946742855 0.904009034443817 Exon_MR
MAP3K12 0.855445172353058 0.85544889892716 Exon_MR
CXCL13 0.996919381772468 0.847543760587239 Exon_MR
IFITM2 0.835324715442244 0.767363071710898 Exon_MR
PARP4 0.835641911856318 0.670242800677583 Exon_MR
PSMC4 0.933714279121236 0.794466403162055 Exon_MR
RELB 0.953411922967577 0.929983060417843 Exon_MR
SLC2A1 0.691374770580887 0.620553359683794 Exon_MR
CXCR6 0.880023723876168 0.822699040090344 Exon_MR
KIR3DL2 -0.0132862170590086 0.0361903804040119 Exon_MR
MARCO 0.89866968170006 0.96386222473179 Exon_MR
KIF2C 0.810249177560422 0.713156408808583 Exon_MR
TLK2 0.634952464890426 0.65857105139572 Exon_MR
RIPK3 0.781119140476951 0.804292604792028 Exon_MR
SOX10 0.662345080411145 0.649915302089215 Exon_MR
UBE2C 0.928660031367918 0.888198757763975 Exon_MR
ELOB 0.470010282920616 0.328063241106719 Exon_MR
TNFAIP6 0.998205809425723 0.924336533032185 Exon_MR
BRCA1 0.304896107362547 0.2343308865048 Exon_MR
STAT1 0.979412650497177 0.948051948051948 Exon_MR
KLRK1 0.967695855940655 0.832862789384528 Exon_MR
NID2 0.953658097027442 0.874647092038396 Exon_MR
BRD3 0.677513305254966 0.806888763410503 Exon_MR
ICOS 0.928407752633499 0.887069452286844 Exon_MR
DKK1 0.946091110358078 0.597513100925903 Exon_MR
BAMBI 0.984999482164057 0.9785431959345 Exon_MR
SHC2 0.934242923093573 0.872070071487985 Exon_MR
GNLY 0.982731004454961 0.962732919254658 Exon_MR
CLEC5A 0.84393966239002 0.619424054206663 Exon_MR
KIR3DL1 0.0323424822641238 -0.0111114512123742 Exon_MR
TBX21 0.755918566504479 0.701863354037267 Exon_MR
FOXP3 0.919371339645187 0.590228772477296 Exon_MR
CD274 0.880678486745696 0.852060982495765 Exon_MR
UBE2T 0.76691610036145 0.56820109580111 Exon_MR
PIK3R5 0.955118227712542 0.897233201581028 Exon_MR
CLEC4E 0.959534155120923 0.840767927724449 Exon_MR
GPR160 0.903447162844829 0.757199322416714 Exon_MR
BBC3 0.575790872504453 0.527950310559006 Exon_MR
SIGLEC8 0.739804816921644 0.742518351214003 Exon_MR
ERO1A 0.74365568053386 0.716544325239977 Exon_MR
MRPL19 0.733607528793597 0.609260304912479 Exon_MR
MELK 0.927758978801149 0.673630717108978 Exon_MR
EPM2AIP1 0.713159516816131 0.722190852625635 Exon_MR
ARNT2 0.946060908912346 0.849802371541502 Exon_MR
GLS 0.872161648002262 0.81931112365895 Exon_MR
DTX4 0.92968099027145 0.837380011293055 Exon_MR
ICOSLG 0.308626571694412 0.483907396950875 Exon_MR
PRR5 0.702857832639638 0.671372106154715 Exon_MR
OLFML2B 0.983402535945176 0.924336533032185 Exon_MR
TBC1D10B 0.396131700236671 0.440553533523723 Exon_MR
KIR2DL3 0.014432049034842 0.0362789105185382 Exon_MR
PIAS4 0.820632049430564 0.76171654432524 Exon_MR
PLA1A 0.952684398083753 0.57893252802797 Exon_MR
C1QA 0.950492877707156 0.974025974025974 Exon_MR
MAGEC2 0.665350544483988 0.317610058753286 Exon_MR
CENPF 0.94597349903638 0.917560700169396 Exon_MR
TRAT1 0.990054597348247 0.952569169960474 Exon_MR
TLR7 0.537869231871219 0.767363071710898 Exon_MR
OAS2 0.988645009978931 0.977413890457369 Exon_MR
TLR9 0.951179938593246 0.705251270468662 Exon_MR
NOTCH1 0.897762351673763 0.832862789384528 Exon_MR
SAMD9 0.91978014353398 0.777526821005082 Exon_MR
PALMD 0.943839059098939 0.77639751552795 Exon_MR
NRDE2 0.730634252599982 0.548277809147374 Exon_MR
TAPBPL 0.882831466988893 0.880293619424054 Exon_MR
CEP55 0.972402336689894 0.880293619424054 Exon_MR
TMEM140 0.361038370815568 0.337097684923772 Exon_MR
GIMAP4 0.975538809714341 0.94918125352908 Exon_MR
BATF3 0.924386613785985 0.91304347826087 Exon_MR
ANLN 0.913500220762967 0.900621118012422 Exon_MR
TAP2 0.906620631150435 0.89158667419537 Exon_MR
UBB 0.852674185681583 0.81931112365895 Exon_MR
TREM2 0.981599265088661 0.945793337097685 Exon_MR
ROBO4 0.868702472090479 0.823828345567476 Exon_MR
DLL4 0.873248683908224 0.78317334839074 Exon_MR
HLA-DRA 0.970329747494229 0.943534726143422 Exon_MR
HLA-DQA2 0.768776516929179 0.405985319028797 Exon_MR
NDUFA4L2 0.926060614028018 0.873517786561265 Exon_MR
NFKBIA 0.962292605249266 0.951439864483343 Exon_MR
CCNO 0.610617788922925 0.558441558441558 Exon_MR
CD209 0.998938647361114 0.873517786561265 Exon_MR
SLAMF7 0.982197000005176 0.898362507058159 Exon_MR
IL22RA1 0.766701926142569 0.762845849802371 Exon_MR
FCGR2A 0.935860382839457 0.832862789384528 Exon_MR
IL21R 0.911543852821655 0.637492941840768 Exon_MR
MS4A1 0.999744481191315 0.908526256352343 Exon_MR
RELA 0.80461709310517 0.701863354037267 Exon_MR
VSIR 0.853503246032073 0.813664596273292 Exon_MR
NOD2 0.692205111961457 0.612648221343873 Exon_MR
IFIH1 0.858776590603151 0.882552230378317 Exon_MR
PARP12 0.753083239727569 0.805759457933371 Exon_MR
SIGLEC1 0.915045682475779 0.935629587803501 Exon_MR
IFNA1 -0.0955179449855409 -0.450431043199687 Exon_MR
PVRIG 0.59638398727769 0.0988142292490119 Exon_MR
NOTCH2 0.8101810657676 0.750423489553924 Exon_MR
NEIL1 0.711150195482177 0.741389045736872 Exon_MR
BBS1 0.791564968316872 0.780914737436477 Exon_MR
CXorf36 0.979884941507259 0.977413890457369 Exon_MR
MMRN2 0.958134444908329 0.89158667419537 Exon_MR
WDR76 0.686121054823637 0.568605307735742 Exon_MR
ZC3H12A 0.970881812717156 0.837380011293055 Exon_MR
MYCT1 0.961486409052839 0.90626764539808 Exon_MR
WNT10A 0.898250982438359 0.782044042913608 Exon_MR
ULBP2 0.0312884260427455 0.171994679503112 Exon_MR
PDCD1LG2 0.709856132311516 0.708639186900056 Exon_MR
APOL6 0.90469692573508 0.961603613777527 Exon_MR
