WSU_F_Post,WSU_F_Pre,WSU_E_Post,WSU_E_Pre,USF39_Post,USF39_Pre,USF37_Post,USF37_Pre,USF36_Post,USF36_Pre,USF35_Post,USF35_Pre,USF34_Post,USF34_Pre,USF33_Post,USF33_Pre,USF31_Post,USF31_Pre,WSU14_Post,WSU14_Pre,WSU12_Post,WSU12_Pre,WSU11_Post,WSU11_Pre,WSU9_Post,WSU9_Pre,WSU6_Post,WSU6_Pre,WSU2_Post,WSU2_Pre,USF18_Post,USF18_Pre,USF17_Post,USF17_Pre,USF16_Post,USF16_Pre,USF15_Post,USF15_Pre,USF14_Post,USF14_Pre,USF10_Post,USF10_Pre,USF7_Post,USF7_Pre,USF3_Post,USF3_Pre,USF1_Post,USF1_Pre
CDKN1C,211.551375422389,64.1872130700194,364.588201023142,192.964305215514,271.079306080871,137.166288561079,208.703677977646,1053.99465933564,420.87102301655,279.793683901732,435.261708255191,326.901445115682,873.61187807738,467.38842060731,86.3000644600406,121.135545341815,271.989068287387,338.635888791194,330.992560319015,90.5817385928019,630.345169977796,233.158770793443,408.723411701962,463.347618554332,142.404845139878,154.626583568042,964.223811194699,126.211108935176,264.142459688137,166.529787031841,64.4037137659599,68.8429740901662,269.912533384101,214.47246189693,237.972097596794,152.881976498875,68.9239653699497,560.366341572301,408.67034024675,113.861060903224,95.4802725058111,67.7285386804516,144.414152417967,142.666281030237,598.948328021793,475.219688595379,722.840504473788,808.015005983513
CDKN2A,1323.77956476884,1820.58277071328,320.430002762575,161.841030180753,1180.57002141017,766.60714606914,1443.75392423776,1792.68630468312,127.44131911903,45.5478090072587,808.483851759077,1169.15340370785,1193.43539118188,1606.33132280924,1739.39267851358,3063.55701767686,2023.141783534,2561.13939192563,385.51652858862,101.033477661202,2278.71600753823,2048.52477918169,2577.10182958661,2357.20966527697,830.918836971835,935.969762482658,326.134524374678,1615.50219437026,1291.36313625311,3312.67797874099,22.1387766070487,152.831402480169,2152.14349535429,3504.95663286671,236.521048221204,149.824336968898,2268.40933085217,669.017525358075,1564.93495625156,1047.22212593886,268.079226650931,188.887368986593,1728.15602393501,2006.83901982534,116.462174893126,105.299160286067,1149.43490055668,1213.38280359814
COL5A1,50236.4844019503,17851.1771460287,36650.1722947767,34727.3502837855,77127.9556084009,79937.4648336509,47851.2622684696,9517.9299273258,34680.5589713731,59967.8735201078,8791.89260475645,72347.1357034547,43210.5177336013,31065.3004036144,15022.9069107035,30983.3464198467,50055.2690317762,87071.067962295,19058.3720148028,38609.8854230113,19327.9132292729,52090.9417990558,33520.5181495348,59149.7220828183,20586.2324952917,37713.834245299,26025.3774921889,24094.2055401609,44078.6788926303,51616.3290849167,11414.887392998,9026.69076270258,32404.8399454889,27388.6099897088,5989.93182243639,22034.3696661946,16192.063923308,10943.8263227372,13184.2500701472,31154.4837037176,12110.081229487,11001.3722996614,20575.4063657499,59875.1359313102,57840.1072879935,90663.4926511755,29654.2354499287,9564.23149338397
COMP,5710.62036170139,553.695757189865,5096.30898386696,2679.71398049286,1824.87445905166,537.996665134009,9523.75644442295,361.990884213574,4532.82025162871,3105.61693659697,769.093651916979,7305.28582349691,7379.55193324332,2819.51642900655,707.511735357747,2558.17431237983,6718.34415131917,13070.90694373,62.2214696723729,9667.27798609973,700.302553004233,774.741599794354,2118.34391438537,4512.0614680274,735.534459566822,3847.87569020648,4270.47163438437,721.927543109209,2339.65500618353,4300.26285499944,267.007063321375,371.752060086897,2533.49718835531,1563.26594449318,159.615431314923,879.580971456863,34.4619826849749,96.673887935374,276.806043793799,7544.79345669256,1915.72598040506,1692.46092769262,2403.29218648901,5485.99405988273,6383.79092949895,8416.60766390891,7124.71890680106,2103.01548695372
DDB2,1018.48686131498,1045.79772406001,1317.95237885384,894.275435998778,929.134143306174,876.340176918003,689.514682938804,346.001887561031,781.954760520468,668.344381147327,1082.24574066166,1247.99434047104,1927.52694475058,708.675583592312,1203.73710600298,1486.18986274205,1259.28796970853,1203.30810968521,1094.96957454372,1017.88325482809,1069.76498211261,995.628856335511,679.6894890942,769.997610229148,916.227399862234,1324.58878667136,925.623348164846,601.774567402921,1148.38003841623,735.155230726008,888.23455235553,838.507424418224,954.917826442235,496.622900659113,412.09802266762,496.356817033015,365.905169096351,881.186766136595,711.631285816341,687.660880981311,866.6670888989,942.179226976949,1538.01072325135,1349.62301854604,710.419266848072,822.249095103373,1423.46255081826,1699.00798396196
ERCC3,3189.73870247651,3467.4062171562,2916.70560818514,2886.16503822344,2492.7510102654,3337.71302165291,2607.47506536628,3844.39435513744,4340.87159814079,4532.47176978354,3146.29221238764,3565.14870143808,3114.52293633975,3111.42327653386,3443.07498552645,2689.73011968653,2719.17680080488,2968.81754930532,3009.7230484822,3231.32932864707,3343.37993047182,3355.03199657513,2130.04029182676,2200.51203839745,3099.32054469527,2925.58969618117,2380.62447502482,3363.27363090458,2295.25499159207,2218.64051710143,3312.09515481817,1727.95864966317,2985.39620258172,2714.74476214425,1883.46208951609,2153.59744228082,2114.34399649581,2802.68722899367,3450.26745925656,2095.94242373171,2091.99725272348,2119.90326069813,3222.84250146097,3303.19996012009,3117.85879642456,3073.81983548109,2524.01684349044,3474.19246680453
ESR1,1572.06740658195,3855.12291832662,12976.8489811374,10035.1813137079,550.015983352492,2424.79516778529,1135.98204468845,197.623998625432,1417.58800649686,731.553585483931,8684.55431018673,1646.04492364132,2906.31568284219,6891.02638902619,20560.2463915317,21022.8785141601,4929.35568641577,7925.61407034924,4203.47722436144,8923.46255573192,7508.03038876443,998.90126013612,9992.60512742888,7444.17500940538,2642.55028669943,3650.82942442066,6672.36575230319,4013.51326413861,3838.71990561022,7051.69329200338,3296.66509839507,29791.1086077785,8448.05781573039,9859.06077066642,33934.2406975526,28505.3541248036,241.233878794824,3434.06182453621,12322.22809912,10524.6572742782,7895.48407259592,9445.12098864831,5632.15194430073,9481.60103726957,7648.23739976718,5325.39057585882,15081.8893781805,25029.4210607687
MS4A2,34.2029169844582,14.9121808142469,31.7033218280993,13.4867525150628,25.5364563699371,9.14441923740524,39.6272806286669,0.63955986610172,47.2004885626037,16.7318482067481,10.8323049565772,46.1507922516257,137.37385797777,8.43661409038466,71.4207430014129,7.81519647366546,24.9858724148519,37.2609068572835,71.201887975602,23.8067389891338,8.74467287830468,8.99911045167676,27.291547363247,43.5847703903291,351.981787043849,140.942815110693,27.571759307038,2.01937774296282,44.4000145914532,38.9974817732793,2.68348807358166,28.9140491178698,95.0828242603082,4.76605470882066,15.9615431314923,8.15370541327335,7.09511408220071,30.7987607581723,7.62851301793934,31.4616089337855,29.3785453864034,27.0914154721806,92.665747801529,30.4354732864506,63.2223235134115,68.6733654039565,17.7747665034538,4.0808838686036
GHR,363.564339797759,107.627044137608,678.224634822553,274.922262807049,133.575310242748,406.926656064533,464.960092709692,44.7691906271204,322.536671844459,570.741933274629,414.58185333809,224.985112226675,2180.8099953971,398.208185066156,324.369207798084,79.4544974822656,351.229977945917,154.523172555205,919.209959180519,355.359128325607,545.084609414325,121.897041572712,492.547450031935,285.895339107992,161.213032233824,521.35157822499,600.276588341798,144.385508621842,428.196750890455,159.151885074734,30.8601128461891,397.91239024116,704.430816294111,84.8357738170077,239.423146972385,170.208600502081,517.943328000652,598.864792520016,507.841009479962,251.692871470284,217.890878282492,135.457077360903,619.77740412711,251.092654613218,996.583468014039,337.872957787466,396.969785243801,65.2941418976576
MSH6,5958.90820351449,8947.95684423574,3939.13773714134,4025.27690449566,4502.27369229968,8594.23001328803,11321.5140756101,15751.7199422193,8216.81838393993,8129.81913423438,5645.60039236881,6486.10926103056,3923.74081849005,7046.26008828927,10516.7044069581,10714.6343653954,4952.91379469263,5401.73558528089,6507.59597758993,6480.07822240813,6715.908770538,6048.22032447693,4847.49865071007,5235.87997629537,3415.02939948651,3518.09687038438,12657.0130510337,6786.11890522657,3485.02487411898,4467.31963502822,5358.92568294258,4582.18835544146,3943.38121690332,4287.54281605507,3732.09899401802,4797.43642253471,2757.97220252402,6519.92654827863,7708.0675108407,6106.54847686236,3194.91681077137,4087.79357902459,5815.07653736348,5819.83315749348,4032.91874201341,4695.42690388652,4699.94450962157,4396.47222110894
