BB24_06_S10-016752C1,BB24_04_S10-016783A2,BB24_07_S10-017623A2,BB24_01_S10-018931A6,BB24_25_S11-011709,BB24_09_S11-012085C1,BB24_08_S11-003355A1,BB24_26_S12-011538,BB24_10_S12-003590C5,BB24_11_S12-008138A2,BB24_12_S13-003620D2,BB24_14_S13-008160A2,BB24_20_S13-019142C2,BB24_21_S13-021353A4,BB24_18_S13-009885J1,BB24_22_S14-012409D2,BB24_02_S14-002474B2,BB24_15_S16-023867D1,BB24_16_S16-007066C1,BB24_19_S17-018143A2,BB24_03_S21-024801A2,BB24_24_S21-028943A10,BB24_17_S21-032280A2,BB24_23_S22-009274B7
FUT4,209.41,119.41,145.95,94.13,78.14,269.13,142.32,165.74,145.43,178.13,173.27,84.22,180.87,152.76,200.12,262.49,141.77,122.8,130.32,76.5,88.54,111.69,146.67,130.64
FYN,1355.73,437.57,574.61,821.6,494.88,1162.66,525.42,519.94,714.9,374.62,683.26,237.8,787.24,693.79,610.55,919.22,588.44,412.03,938.29,173.53,411.55,884.04,564.95,839.71
FZD8,151.31,124.42,223.05,185.94,90.16,183.01,58.75,251.28,146.38,93.65,271.34,50.53,137.97,158.07,89.89,173.03,108.75,45.67,142.35,51,108,109.5,96.42,145.59
FZD9,20.58,14.2,12.85,8.13,8.5,7,19.03,17.38,13.22,14.69,8,12.88,12.75,7.43,18.66,16.71,3.62,22.33,10.02,9.21,17.51,10.22,21.73,14.17
G6PD,164.62,162,161.55,133.06,126.22,193.78,119.98,172.42,171.88,145.07,274.61,110.97,222.61,160.19,245.92,175,141.77,110.62,186.46,92.79,127.45,179.58,181.98,151.1
GAS1,66.58,242.17,371.76,224.87,116.87,263.75,220.92,531.97,177.54,405.84,251.73,54.5,671.29,335.23,147.55,389.32,458.32,32.48,312.76,117.58,136.21,381.06,704.83,286.46
GBP1,217.88,474.32,426.83,263.21,276.49,441.38,352.49,299.4,785.72,367.27,539.41,781.77,479.99,215.35,717.39,305.75,293.25,169.48,318.78,301.02,445.61,381.06,680.38,387.98
GBP2,518.08,923.58,1071.21,588.6,459.48,156.1,569.27,864.79,1366.52,611.51,1003.63,860.04,665.5,684.24,846.29,797.31,720.5,263.86,641.57,319.44,462.15,903.02,1150.27,853.09
GBP4,277.2,383.29,262.52,126.67,148.93,102.27,196.1,167.08,238.93,213.02,173.27,482.54,175.07,207.92,330.71,121.91,198.09,150.2,144.35,120.41,127.45,250.39,378.9,290.4
GHR,76.26,156.99,210.2,148.17,100.85,102.27,60.4,229.9,111.44,86.31,997.1,38.64,293.33,150.64,30.53,161.23,100.99,25.37,296.72,89.24,602.25,154.76,184.7,139.3
GIMAP4,1382.36,401.67,581.96,266.12,163.62,312.2,380.62,409,527.91,284.64,444.61,315.09,387.24,166.55,374.81,299.85,128.18,373.47,248.61,173.53,279.23,407.34,651.87,424.18
GIMAP6,602.81,156.99,227.64,135.38,65.45,123.8,126.6,184.45,175.65,146.91,219.03,117.91,156.52,89.11,228.96,117.97,93.22,81.19,180.44,60.2,129.4,208.05,171.11,226.65
GLI1,15.74,39.25,61.5,81.93,60.77,69.98,18.2,62.82,30.22,25.71,45.77,21.8,42.9,46.68,30.53,45.22,42.73,15.22,140.34,7.79,14.59,59.86,20.37,62.17
GLS,556.82,270.56,348.81,234.74,193.01,306.81,348.35,437.07,316.37,497.66,774.79,278.42,384.92,289.61,647.86,489.59,376.76,240.52,388.95,152.28,244.21,229.22,282.47,356.5
GLUD1,573.76,873.48,818.78,742.58,720.62,737.43,698.35,932.95,769.67,866.77,1101.71,517.22,805.79,908.08,1031.15,944.78,879.75,616.02,928.27,692.71,840.62,662.84,805.33,656.34
GLUL,1751.55,5787,3433.92,3131.84,3289.85,4279.24,5253.38,3520.63,5027.88,6440.15,16421.02,5670.54,11816.64,7234.94,4960.7,5650,4105.5,6338.81,3294.05,2780.04,4205.04,3975.6,9162.78,3661.82
GMIP,192.46,23.38,28.46,26.15,30.05,86.12,78.61,32.08,67.05,69.78,107.88,45.58,66.09,26.52,91.58,75.7,31.07,39.58,54.13,32.58,39.89,32.85,52.96,43.28
GNG4,9.68,69.31,14.69,11.04,35.4,59.21,12.41,12.03,16.05,119.36,35.96,35.67,17.39,90.17,30.53,31.46,81.57,140.05,26.06,11.33,11.68,12.41,28.52,18.89
GNLY,208.2,54.28,55.99,25.57,41.41,118.42,149.77,65.49,140.71,99.16,58.85,333.91,161.16,54.1,239.13,79.63,58.26,16.24,56.14,21.96,42.81,74.46,169.76,162.91
GOT1,102.89,123.59,149.62,120.28,203.03,156.1,106.74,73.51,115.21,108.35,124.23,171.41,125.22,97.6,142.46,145.5,132.06,141.07,116.28,175.66,171.24,135.05,164.32,106.24
GOT2,261.46,236.32,322.19,356.76,498.22,349.88,207.69,311.43,264.43,198.33,170,313.1,250.43,293.85,347.67,329.35,223.34,366.36,262.64,365.48,203.34,291.27,300.13,288.82
GPC4,25.42,105.22,172.57,96.45,82.15,339.11,90.19,172.42,124.66,69.78,98.08,35.67,104.35,80.62,64.45,118.96,69.91,700.25,78.19,80.04,114.81,64.24,90.99,73.98
GPR160,284.46,45.09,56.91,59.85,64.11,215.31,239.13,24.06,89.72,282.8,120.96,395.34,98.55,42.43,149.25,86.51,67.97,138.02,48.12,285.44,78.81,51.83,99.14,35.41
GPSM3,1843.54,202.09,210.2,126.09,102.18,242.22,278.02,168.41,470.3,282.8,539.41,472.63,389.56,72.14,461.3,257.58,118.47,436.39,156.38,106.24,178.05,183.96,382.97,341.55
GUSB,154.94,145.3,154.21,121.44,154.94,285.28,217.62,133.66,243.65,200.16,147.11,167.45,191.3,137.91,388.38,173.03,120.41,217.18,160.39,203.99,152.75,147.46,177.9,147.95
GZMA,307.46,116.91,101.89,34.28,34.06,59.21,62.88,80.2,237.98,145.07,39.23,277.43,160,22.28,139.07,45.22,48.55,47.7,64.16,43.91,116.75,82.49,241.73,129.06
GZMB,30.26,7.88,7.62,6.39,8.5,7,19.86,13.37,28.33,14.69,8,14.86,25.51,6.38,54.27,9.83,3.62,8.88,10.02,7.08,7,9.49,20.37,10.23
GZMH,48.42,26.72,30.29,12.78,10.02,64.59,20.69,24.06,68,45.91,55.58,73.32,48.69,22.28,66.14,26.54,21.36,21.31,28.07,14.17,30.16,17.52,29.88,41.71
GZMK,1038.58,220.46,117.49,34.86,30.05,48.44,107.57,117.62,459.91,205.67,140.57,268.52,296.81,33.95,469.78,98.31,50.49,116.71,90.22,58.08,115.78,98.55,353.09,185.73
GZMM,313.51,67.64,68.84,24.4,12.02,37.68,40.54,54.8,95.38,73.45,68.65,43.6,73.04,14.85,118.72,44.24,33.01,37.55,40.1,10.62,25.3,40.88,54.32,62.96
H2AFX,93.21,121.08,103.72,86.58,113.54,236.84,194.45,90.89,91.6,115.69,222.3,75.3,91.59,107.14,262.87,147.47,130.12,101.49,114.28,80.75,187.78,108.77,95.06,74.76
HAVCR2,226.36,66.81,85.37,51.71,46.75,209.93,230.03,54.8,316.37,108.35,156.92,148.63,309.56,22.28,150.94,106.18,21.36,95.4,56.14,82.87,106.05,67.89,403.34,102.31
HCK,352.25,110.23,181.75,99.36,70.79,188.39,187.83,126.98,416.47,279.13,840.18,151.6,264.34,56.22,213.69,279.21,87.39,105.55,116.28,84.29,144.97,124.1,308.28,167.63
HDAC11,43.58,118.58,177.16,117.95,177.65,236.84,129.08,161.73,81.22,170.78,88.27,465.69,147.24,138.97,152.64,132.72,151.48,185.72,158.39,100.58,123.56,137.24,73.33,121.98
HDAC3,157.36,121.92,116.58,105.17,130.23,123.8,102.6,140.34,129.38,126.71,94.81,153.58,114.78,127.3,128.89,111.09,83.51,153.24,102.25,127.49,131.35,140.16,115.43,114.9
HDAC4,94.42,163.67,231.31,190.58,218.39,188.39,162.18,192.47,172.82,134.06,179.8,81.25,124.06,220.66,133.98,214.32,196.15,117.72,258.63,160.07,113.83,291.27,124.94,181.01
HDAC5,205.78,324.01,346.05,282.97,235.08,161.48,185.35,403.66,221.93,306.67,261.53,140.7,164.64,381.9,222.17,295.92,372.87,135.99,390.96,157.95,154.7,262.8,186.05,299.05
HDC,31.47,35.91,25.7,26.73,12.02,59.21,20.69,68.17,68,25.71,42.5,13.87,47.54,18.03,22.05,63.9,13.59,18.27,28.07,12.75,33.08,29.2,51.61,33.84
HELLS,188.83,116.07,76.19,98.2,237.09,247.6,272.23,94.9,92.55,95.49,88.27,61.43,100.87,113.51,356.15,136.65,89.33,97.43,156.38,69.41,277.29,138.7,90.99,86.57
HERC6,141.62,261.38,144.11,148.17,146.93,409.08,177.9,141.68,208.71,128.55,107.88,136.74,160,163.37,320.54,85.53,159.25,99.46,158.39,135.99,100.21,163.52,196.92,195.17
HES1,101.68,676.4,540.65,1152.8,581.7,371.41,354.97,696.37,218.15,670.28,572.1,93.14,307.24,1010.98,145.85,318.53,1141.93,1117.36,731.79,223.82,522.47,339.45,215.93,393.49
HEY1,66.58,40.08,96.38,43.58,48.09,53.83,71.99,57.47,62.33,64.27,124.23,23.78,53.33,54.1,32.22,66.85,36.9,1478.65,48.12,40.37,53.51,67.89,148.03,33.84
HIF1A,1007.11,1110.64,1061.11,1264.94,1401.83,1523.3,2411.97,573.41,2224.96,1423.19,3020.71,1792.42,1833.02,829.58,678.39,2066.52,875.87,1921.13,822.01,1408.08,1326.12,1210.35,3014.88,802.72
HK1,289.3,233.82,363.49,293.43,243.77,312.2,453.43,268.66,309.76,293.82,496.91,214.02,302.6,246.12,439.26,376.54,180.61,586.59,288.71,269.86,246.15,243.82,357.17,196.75
HK2,41.16,74.32,28.46,39.51,88.16,129.18,55.44,12.03,60.44,56.93,238.65,73.32,92.75,68.95,113.63,58.99,126.23,33.49,22.05,57.37,171.24,25.55,88.27,25.18
HLA-A,15854.72,2186.2,1297.93,1843.66,2664.74,6556.12,2775.21,1546.46,2910.58,5799.26,1951.69,10069.84,3551.25,3003.24,5386.39,3178.43,2714.99,3765.13,2201.38,3697.99,36.97,1265.1,2739.19,5812.64
HLA-B,25364.17,15524.7,10738.68,4235.83,9925.66,16750.96,17079.06,6417.06,31218.36,19430.65,17022.55,31633.35,25520.8,7014.28,59150.24,11936.09,9420.9,12494.95,8619.06,16260.23,8683.48,10217.14,21616.12,15169.06
HLA-C,7161.13,3254.25,3635.86,1837.85,4131.35,5673.36,4144.62,2804.21,5166.7,7178.38,5482.39,6924.94,7261.35,2164.12,20449.97,2878.58,2180.93,7564.76,3382.26,4660.55,2751.47,4114.3,5515.05,3933.33
HLA-DMA,1561.51,517.74,783.9,435.2,667.19,1065.77,830.74,343.51,1682.88,903.49,630.95,1648.75,1145.49,335.23,3122.28,679.34,322.38,920.48,459.12,653.04,873.7,457.71,2072.39,641.39
HLA-DMB,1274.62,245.51,282.72,172.57,266.47,586.71,351.66,128.31,537.35,367.27,150.38,689.62,561.15,108.21,812.37,232.02,151.48,730.7,180.44,235.86,361.93,206.59,820.26,434.41
HLA-DOA,146.47,27.56,34.88,26.73,51.42,113.04,41.37,22.72,49.11,25.71,52.31,113.95,32.46,19.1,144.16,39.32,19.42,25.37,36.09,18.42,34.05,24.09,89.63,42.5
HLA-DOB,854.59,30.9,35.8,25.57,35.4,193.78,31.44,22.72,97.27,53.25,68.65,185.29,54.49,35.01,156.03,28.51,19.42,107.58,36.09,21.96,52.54,28.47,82.84,68.47
HLA-DPA1,3171.43,966.17,1238.27,528.17,751.34,1065.77,1191.5,433.06,2009.64,736.39,428.26,2038.14,1275.34,256.72,2092.82,706.86,411.72,1017.9,477.17,814.53,931.1,616.85,3736,929.42
HLA-DPB1,6506.27,1526.5,2100.19,1224.27,1028.5,1469.48,1629.22,1093.35,3438.49,1770.26,948.06,3536.28,2610.98,676.82,4943.74,1219.07,703.02,1819.64,1058.59,1513.62,1623.83,1517.68,6657.17,2701.71
HLA-DQA1,7615.06,1275.14,7.62,918.64,630.46,1157.28,1394.23,670.98,3287.39,11.02,490.38,6.94,4377.91,314.01,7092.53,1932.82,468.03,863.65,517.26,1446.33,1417.57,611.01,4257.49,2275.95
HLA-DQA2,18.16,11.69,11.93,6.97,12.02,344.49,21.51,17.38,17.94,20.2,35.96,91.16,11.59,9.55,57.66,13.76,15.54,19.28,16.04,10.62,23.35,5.84,33.95,8.66
HLA-DQB1,2615.82,227.97,7.62,530.5,295.19,317.58,622.23,322.12,348.48,12.85,137.31,6.94,730.42,77.44,1524.67,400.13,126.23,555.13,154.38,790.45,377.5,321.93,415.56,772.03
HLA-DRA,14316.22,3260.09,4407.82,2451.44,3379.35,5048.97,5167.33,1788.38,9203.93,4671.73,2451.88,9288.07,6857.87,1400.31,8902.13,3112.57,1532.28,4261.39,2165.29,5084.82,4674,3087.92,18476.3,5299.53
HLA-DRB1,9890.74,1696.02,717.81,2724.53,1863.98,3827.1,3898.87,1586.55,6416.12,1693.13,1951.69,1325.74,4667.76,919.75,11832.76,3163.69,636.99,2854.8,2028.96,3178.81,3257.4,2081.24,6040.62,4723.46
HLA-DRB5,3872.29,9.19,7.62,2375.9,1427.87,43.06,2301.09,16.04,9.44,3015.32,8,4.62,11.59,7.43,18.66,9.83,11.65,1704.96,14.03,5.75,1680.26,1421.32,4,2515.19
HLA-E,6926.3,2615.42,3401.79,1929.66,1872.67,2077.72,1989.15,2667.87,4918.33,2449.72,5162.01,4085.21,2873,1949.83,5340.6,2325.08,1932.34,2517.87,2401.87,1995.25,2441.1,2432.37,3874.52,2986.59
HLA-F,1152.37,284.76,295.57,169.67,207.04,559.8,322.7,237.92,680.9,525.2,980.75,864.01,484.63,199.44,2978.12,450.27,293.25,484.09,394.97,322.98,205.29,161.33,597.54,296.69
HMGA1,518.08,196.24,175.32,241.13,848.84,1334.91,843.16,77.52,363.59,563.77,1124.59,1006.69,308.4,148.52,1790.94,576.11,190.32,1480.68,164.4,655.88,970.99,171.55,236.3,166.84
HMGB1,330.46,212.94,183.58,238.81,211.04,129.18,179.55,204.5,224.76,123.04,91.54,68.37,187.82,130.48,113.63,245.78,196.15,274.01,160.39,106.95,311.34,200.02,135.81,261.28
HNF1A,23,12.53,7.62,9.3,10.69,7,7.75,13.37,9.44,14.69,8,10.9,13.91,10.61,15.26,14.75,15.54,11.16,22.05,10.62,13.62,9.49,14.94,20.46
HRAS,162.2,147.81,181.75,170.83,136.24,285.28,244.09,227.22,141.66,203.84,281.15,190.24,233.04,169.73,510.49,262.49,231.1,163.39,276.68,192.66,157.62,138.7,194.2,147.95
HSD11B1,20.58,178.7,89.04,36.61,162.29,53.83,62.06,60.15,39.66,358.09,173.27,189.25,121.74,99.72,117.02,43.26,194.21,31.46,66.16,88.54,44.76,35.04,105.93,53.51
ICAM1,400.67,375.78,354.31,262.63,281.83,549.04,609.82,300.74,812.17,949.4,4478.76,576.67,493.91,210.05,235.74,640.01,184.5,165.42,324.79,137.41,1074.12,195.64,679.03,313.22
ICAM2,447.87,50.94,113.82,75.54,70.79,53.83,73.64,82.87,191.71,60.6,153.65,159.52,126.38,66.83,89.89,80.62,40.78,89.31,62.15,36.83,93.4,97.82,137.16,121.2
ICAM3,1090.63,127.76,135.85,110.98,74.8,172.25,121.63,133.66,489.19,224.04,594.99,455.78,280.58,76.38,315.45,192.69,116.52,156.29,156.38,69.41,194.59,156.95,199.63,288.04
ICAM5,14.53,20.88,15.6,9.3,20.04,59.21,24.82,16.04,10.39,77.13,42.5,12.88,8.12,9.55,23.74,19.66,15.54,11.16,18.04,11.33,48.65,4.38,25.8,5.62
ICOS,130.73,29.23,24.78,11.62,8.68,43.06,25.65,22.72,54.77,22.04,58.85,43.6,56.81,12.73,55.97,18.68,21.36,25.37,32.08,10.62,35.03,24.82,70.62,35.41
ICOSLG,234.83,50.94,69.76,122.02,42.74,113.04,114.19,41.43,112.38,84.47,143.84,84.22,139.13,48.8,89.89,98.31,62.15,152.23,92.23,68,106.05,57.67,107.29,83.42
ID4,48.42,1044.67,1243.77,1557.79,890.92,285.28,246.58,1771.01,502.41,607.84,431.53,246.72,489.27,759.56,212,544.65,497.17,504.39,555.36,946.28,1739.61,784.02,562.23,970.35
IDO1,560.45,358.24,47.73,30.21,87.49,107.65,86.88,21.39,437.25,167.11,71.92,2776.32,186.66,29.7,373.11,71.77,17.48,1282.78,26.06,133.87,75.89,95.63,234.94,67.68
IER3,215.46,326.51,272.62,395.69,138.25,479.06,322.7,318.11,422.14,672.11,1824.19,289.32,377.97,189.89,296.79,313.62,347.63,3070.96,402.98,171.41,451.44,137.24,211.86,189.66
IFI16,1059.16,880.99,873.85,574.07,909.62,683.6,1117.04,561.38,1273.02,771.28,1696.7,921.48,936.8,591.95,617.33,1020.48,508.82,456.69,553.35,514.93,739.43,721.24,2054.73,798
IFI27,302.62,2107.7,1794.52,1242.28,2881.79,10227.12,6470.53,725.78,5287.58,754.75,1752.27,4415.15,3919.94,664.09,7104.41,1020.48,708.85,3391.66,1044.55,3372.17,3434.47,1422.05,4055.14,1438.6
IFI35,188.83,205.43,172.57,132.48,140.92,479.06,282.15,130.99,316.37,247.91,228.84,284.37,234.2,134.73,335.8,170.08,221.39,239.51,224.55,175.66,100.21,184.69,289.27,152.67
IFI6,137.99,609.6,458.04,176.06,679.88,2099.25,1951.09,105.59,1350.46,444.4,225.57,480.55,730.42,136.85,564.76,137.64,83.51,1169.12,136.33,747.25,335.66,298.57,844.71,185.73
IFIH1,457.56,366.59,314.84,234.74,235.08,640.54,444.33,207.17,577.96,216.69,264.8,347.78,320,216.41,313.75,229.07,178.67,181.66,244.6,253.57,126.48,180.31,414.21,290.4
IFIT1,60.52,416.7,206.53,146.42,379.34,2115.4,604.85,173.76,458.97,170.78,209.23,257.62,223.76,143.21,273.05,77.67,126.23,209.06,190.47,386.02,209.18,209.51,473.96,174.71
IFIT2,135.57,259.71,204.69,73.79,341.27,366.02,373.17,70.84,509.02,126.71,137.31,88.18,91.59,57.29,120.41,33.43,79.62,157.3,152.37,361.94,140.1,175.2,373.46,133
IFIT3,70.21,207.1,111.07,91.22,142.92,392.94,263.12,85.54,227.6,97.33,179.8,200.15,158.84,73.2,142.46,32.44,73.8,76.11,88.22,181.32,96.32,112.42,294.7,83.42
IFITM1,1809.65,2483.48,3002.5,1804.15,2048.98,4521.47,3867.43,1320.57,4073.11,2245.88,2183.8,3354.96,2148.38,2740.15,2454.06,2574.8,2072.17,2010.44,3356.2,1816.06,2703.8,3969.76,2669.93,2061.1
IFITM2,1583.29,2043.4,3855.24,1644.36,2969.95,2072.34,2162.91,2198.72,2241.01,2163.25,4678.18,3515.48,2826.63,1677.19,663.12,2697.69,1714.83,705.33,2345.73,3158.98,1657.89,2508.29,2775.86,2724.53
IFNA1,12.1,8.35,8.26,8.13,9.35,48.44,9.1,14.7,15.11,20.2,42.5,12.88,15.07,8.49,27.14,7.38,7.77,12.18,8.02,8.5,10.7,6.57,6.79,6.3
IFNAR1,443.03,365.76,504.85,418.35,348.62,355.26,404.62,327.47,491.08,361.77,428.26,792.67,347.82,344.77,371.42,372.6,320.44,387.68,296.72,447.64,560.41,428.51,598.9,399.79
IFNG,19.37,17.54,14.69,6.39,15.36,64.59,12.41,20.05,22.67,14.69,62.11,31.71,12.75,6.38,47.49,9.83,13.59,20.3,34.08,12.04,21.4,8.76,40.74,11.8
IFNGR1,1204.42,579.54,670.08,535.73,378.67,629.78,882.04,586.77,955.71,740.06,1317.47,584.59,1495.63,642.87,1141.39,1029.33,522.41,586.59,693.69,542.55,616.84,806.65,1461.26,811.38
IFNGR2,873.96,588.72,801.34,557.8,552.32,732.05,865.5,672.31,909.44,1039.39,1680.35,896.7,932.16,491.17,1456.84,771.75,468.03,550.05,625.53,676.42,814.35,583.27,1147.55,796.42
TTC30A,39.95,49.27,51.4,95.87,102.85,301.43,69.5,57.47,35.89,38.56,45.77,107.01,59.13,41.37,54.27,58,77.68,46.68,56.14,135.99,62.27,69.35,33.95,85.78
IGF2R,191.25,222.13,243.25,163.27,170.3,226.07,197.76,298.06,231.37,260.76,277.88,231.86,301.44,179.28,230.65,220.22,165.07,116.71,166.41,133.87,181.94,173.01,283.83,236.88
IHH,23,26.72,31.21,27.89,13.36,102.27,9.93,26.73,12.28,18.36,45.77,24.77,10.43,25.46,47.49,20.65,31.07,27.4,24.06,14.17,21.4,12.41,32.59,20.46
IKBKB,411.56,167.01,200.11,182.45,178.32,296.05,152.25,233.91,201.15,227.71,248.46,147.63,202.9,220.66,335.8,250.7,269.95,177.6,282.69,347.77,235.45,228.49,233.59,222.72
IKBKG,375.25,207.1,249.67,214.41,131.57,290.67,224.23,291.38,261.59,308.51,353.07,189.25,259.71,203.68,395.16,285.11,293.25,259.8,256.63,104.12,181.94,188.34,206.42,247.11
IL10,39.95,32.57,36.72,12.2,15.36,134.57,30.62,21.39,62.33,126.71,42.5,38.64,41.74,21.22,49.18,27.53,21.36,20.3,26.06,12.75,51.57,19.71,74.69,9.44
IL10RA,1252.84,340.71,338.71,190.58,132.9,376.79,372.35,189.8,808.39,413.18,307.3,689.62,478.83,122,366.33,261.51,132.06,156.29,188.46,153.7,268.53,223.38,696.68,342.34
IL11,30.26,17.54,22.95,16.85,11.35,80.74,75.3,25.4,32.11,44.07,147.11,22.79,48.69,8.49,47.49,58,7.77,31.46,24.06,16.29,36.97,9.49,51.61,9.44
IL11RA,204.57,172.02,270.78,144.1,175.65,177.63,96.81,217.87,122.77,95.49,81.73,51.52,120.58,151.7,115.33,190.73,137.89,39.58,162.4,81.45,116.75,177.39,77.41,137.72
IL12RB2,70.21,34.24,53.24,12.2,18.03,64.59,27.31,48.12,52.89,42.24,45.77,30.72,31.3,6.38,35.62,29.49,23.3,20.3,16.04,13.46,35.03,32.12,51.61,30.69
IL15,129.52,61.79,89.96,63.92,48.75,113.04,97.64,54.8,100.1,49.58,75.19,254.64,98.55,55.16,127.2,65.87,56.32,42.62,52.13,46.75,108,70.81,93.71,103.09
IL16,2796.18,308.97,346.97,259.73,76.14,102.27,404.62,299.4,497.69,363.6,277.88,633.14,643.47,186.71,461.3,287.07,201.97,240.52,258.63,317.31,247.13,280.32,612.48,450.94
IL17A,7.62,8.35,7.62,5.5,8.5,48.44,7.75,5.25,9,16.53,39.23,4.95,13.91,10.61,20.35,8.85,13.59,11.16,12.03,7.79,7.78,5.84,10.86,6.3
IL18,269.93,58.45,105.56,54.62,90.16,102.27,158.04,38.76,102.94,69.78,120.96,386.43,256.23,40.31,149.25,60.95,54.38,62.92,40.1,111.2,274.37,81.76,312.35,142.44
IL18R1,75.05,24.22,37.63,29.05,20.7,43.06,62.06,28.07,63.27,36.73,156.92,21.8,76.52,26.52,88.19,76.68,15.54,38.56,22.05,49.58,37.94,26.28,96.42,53.51
IL1A,26.63,13.36,9.18,20.34,12.69,53.83,16.55,12.03,15.11,20.2,32.69,20.81,18.55,13.79,20.35,14.75,9.71,14.21,44.11,9.21,15.57,10.95,16.3,17.31
IL1B,42.37,45.09,40.39,70.31,30.05,166.86,56.27,41.43,130.32,73.45,630.95,62.42,33.62,22.28,30.53,112.08,66.03,52.77,260.64,55.95,220.86,40.15,35.31,42.5
IL1R2,31.47,24.22,15.6,32.54,56.77,102.27,38.06,44.11,112.38,36.73,1091.9,34.68,84.64,24.4,132.29,228.08,40.78,82.2,42.1,72.95,42.81,32.12,48.89,77.91
IL1RN,10.89,20.04,18.36,11.04,15.36,123.8,36.41,12.03,91.6,27.55,261.53,22.79,91.59,12.73,55.97,48.17,21.36,37.55,34.08,15.58,45.73,19.71,29.88,12.59
IL2,27.84,15.03,11.01,6.39,10.69,7,13.24,21.39,13.22,18.36,49.04,14.86,12.75,7.43,25.44,19.66,17.48,11.16,18.04,6.37,19.46,8.03,13.58,10.23
IL21R,53.26,17.54,8.26,5.5,8.68,7,14.89,10.69,18.89,11.02,8,27.74,18.55,13.79,35.62,14.75,7.77,8.88,16.04,8.5,7,9.49,13.58,11.8
IL22RA1,19.37,8.35,10.1,20.34,31.39,75.36,33.1,10.69,21.72,4.25,26.15,31.71,13.91,12.73,49.18,20.65,40.78,19.28,44.11,33.29,72.97,24.82,10.86,23.61
IL24,13.32,10.86,10.1,7.55,8.5,59.21,11.58,13.37,15.11,14.69,107.88,8.92,12.75,11.67,35.62,31.46,7.77,10.15,12.03,5.75,15.57,10.22,9.51,14.17
IL2RA,392.19,26.72,18.36,13.95,15.36,102.27,55.44,24.06,45.33,126.71,49.04,32.7,105.51,14.85,142.46,70.78,13.59,80.17,28.07,17.71,36.97,39.42,80.13,22.04
IL2RB,769.86,206.26,140.44,75.54,54.76,118.42,211,80.2,318.26,178.13,111.15,438.94,179.71,63.65,271.35,93.4,73.8,76.11,86.21,60.2,120.64,163.52,267.54,275.44
IL2RG,1434.41,135.28,80.78,56.36,26.71,59.21,94.33,48.12,336.2,135.89,117.69,322.02,249.27,41.37,235.74,111.09,31.07,128.89,56.14,51.71,112.86,106.58,301.49,218.78
IL32,2901.49,823.37,563.6,215.57,479.52,796.64,1417.39,395.64,1058.65,815.35,1055.94,1027.49,1387.81,243.99,920.91,486.65,273.83,337.95,390.96,349.9,1205.47,527.79,2129.43,820.82
IL33,1028.9,279.75,793.08,683.89,164.96,129.18,111.7,830.03,467.47,190.98,536.14,85.21,249.27,290.67,159.42,531.87,332.09,201.96,547.34,187.7,224.75,577.43,230.87,588.66
IL34,94.42,49.27,54.16,37.77,28.72,150.72,28.13,56.14,38.72,44.07,75.19,18.83,56.81,26.52,69.53,54.07,34.96,41.61,52.13,38.25,54.48,30.66,32.59,35.41
IL4,15.74,7.88,7.62,5.5,8.5,37.68,7.75,5.25,9,4.25,8,4.95,11.59,6.38,8.88,7.38,7.77,14.21,12.03,5.75,7,5.84,6.79,5.62
IL6,176.73,207.93,257.93,400.34,74.8,635.16,85.23,708.4,1729.16,637.22,20144.6,218.97,361.73,275.82,89.89,907.42,194.21,562.23,761.86,60.2,691.76,218.27,985.95,340.76
IL6R,238.46,118.58,154.21,130.74,80.14,199.16,86.05,209.85,356.03,132.22,751.91,156.55,107.82,152.76,444.34,348.03,147.6,192.82,174.43,38.96,82.7,133.59,103.21,157.4
IL7R,4410.95,192.07,166.14,86.58,26.05,226.07,444.33,98.91,368.31,303,254.99,89.18,1305.49,68.95,783.54,291.99,52.44,442.48,202.49,43.21,211.13,202.94,912.61,1437.03
INHBA,23,63.46,127.59,26.73,48.09,96.89,358.28,93.56,126.55,178.13,228.84,51.52,391.88,55.16,74.62,51.12,52.44,63.94,28.07,286.86,79.78,40.15,560.88,45.64
IRF1,705.7,499.37,476.4,368.96,336.6,339.11,457.57,390.29,1160.64,686.8,2265.53,1254.4,359.42,269.45,771.66,503.36,368.99,438.42,874.14,249.32,677.17,373.76,600.26,495.8
IRF2,397.03,197.08,234.07,179.54,168.3,462.91,131.56,263.31,230.43,225.87,254.99,276.44,149.56,166.55,179.77,139.6,205.86,175.57,224.55,131.74,162.48,202.21,217.29,200.68
IRF3,1049.48,527.76,564.52,488.66,377.34,306.81,492.32,518.6,511.85,583.97,359.61,678.72,485.79,455.1,814.06,484.68,561.25,230.37,493.21,417.18,710.25,507.35,407.42,665
IRF4,1007.11,192.07,41.31,69.14,27.38,139.95,62.06,60.15,695.06,506.84,114.42,1209.81,270.14,51.98,658.04,61.94,126.23,114.68,62.15,23.37,103.13,103.66,194.2,403.72
IRF5,240.88,77.66,82.61,44.16,41.41,215.31,150.59,49.45,128.44,134.06,150.38,124.85,136.81,29.7,215.39,112.08,38.84,137.01,70.17,104.83,52.54,60.59,148.03,99.95
IRF7,551.97,253.02,258.85,174.9,272.48,694.37,743.04,139.01,769.67,247.91,679.99,478.57,325.79,132.61,476.57,230.05,97.1,210.08,220.54,401.6,198.48,162.06,559.52,187.3
