EOC1005_Pre_Extra,EOC136_Pre,EOC136_Post,EOC3_Pre,EOC3_Post,EOC372_Pre,EOC372_Post,EOC443_Pre,EOC443_Post,EOC443_Pre_Backup,EOC443_Post_Backup,EOC540_Pre_Extra,EOC87_Pre_Backup,EOC87_Post_Backup,EOC87_Pre,EOC87_Post,EOC1129_Pre_Backup,EOC1129_Post_Backup,EOC1129_Pre,EOC1129_Post,EOC1129_Pre_Extra,EOC1129_Post_Extra,EOC183_Pre,EOC183_Post,EOC183_Pre_Backup,EOC183_Post_Backup,EOC183_Pre_Extra,EOC183_Post_Extra,EOC218_Pre,EOC218_Post,EOC218_Post_Extra,EOC26_Pre,EOC26_Post,EOC26_Pre_Extra,EOC26_Pre_Backup,EOC26_Post_Backup,EOC26_Post_Extra,EOC376_Pre,EOC376_Post,EOC423_Pre,EOC423_Post,EOC568_Pre_Extra,EOC568_Post,EOC568_Pre,EOC587_Pre,EOC587_Post,EOC587_Pre_Extra,EOC649_Pre_Backup,EOC649_Pre,EOC649_Post,EOC649_Post_Backup,EOC677_Pre,EOC677_Post,EOC883_Pre,EOC883_Post,EOC883_Pre_Extra,EOC933_Pre_Extra,EOC933_Pre,EOC933_Post,EOC868_Pre,EOC868_Post_Extra,EOC868_Post,EOC1133_Pre,EOC1133_Post,EOC167_Pre,EOC167_Pre_Extra,EOC167_Post,EOC740_Pre,EOC740_Post_Extra,EOC740_Post,EOC551_Pre,EOC551_Post,EOC60_Pre,EOC60_Post
CDH11,511.688927091397,190.566712610673,276.089642918841,169.449431731182,211.829825379545,207.814993022935,519.367234449915,267.531665384196,301.131764945218,419.800538562652,342.795021756515,313.590611529279,470.78908852604,362.868020552297,450.80229512579,833.742114982825,1.49138538991865,1.7931587126868,119.664965437531,378.144077985248,531.891299327718,112.179797194695,28.3996043112309,165.864022761219,215.583266439491,106.86368008716,43.4141521232193,870.668307747672,723.948756178235,140.02640206383,529.949973949056,68.2728058818486,150.820347683247,309.714750092457,37.8578667579224,95.1126748085537,205.664941712213,88.5207555516429,173.750624636253,145.602608436064,4.74950173204266,610.761423328676,139.112211486192,202.971478037442,207.537931318185,45.5702204764459,288.054563982183,101.255705228064,24.3963018327522,116.606504661998,320.560410465673,201.171834524669,1475.76295695155,2.93100854017117,14.9533912977006,387.230204436537,49.4705070960458,1.75678489588202,294.318633419598,96.5901949486832,208.301297873591,97.496051795179,146.950675241989,288.99203514528,438.231994791326,642.430899359462,14.4923095972313,91.786017444363,135.553363799227,101.183230272478,89.1011245813005,293.64683935228,92.4308767073734,132.330356962906
CDH2,65.7803789440566,50.6138985799143,12.3385919121333,62.8934631795355,10.7521697609099,83.8236642956063,48.4959109068834,57.1911307636229,13.3314368374609,47.3169101753997,17.025710948454,17.4927534914372,34.4073331799321,60.6816858203388,106.246233342717,54.0794196551758,17.7610441890311,16.7578832422003,16.0055770740825,4.31925807573422,83.7940146329696,19.1188782508815,597.144330226075,59.1771092762509,240.688684322166,49.7415834650306,849.209194359967,5.66786339751638,42.7194180765086,30.0530598877685,16.5730321844502,302.330939362654,65.2099981301412,152.761749086201,165.047632863768,9.90236946825712,66.1503863732373,315.053281643628,111.610834313587,31.5026791666223,2.00224092625328,77.2656664178377,15.4369679842742,79.5897221304017,26.991927483579,112.298043316956,42.7270019690207,5.7634712308375,1.74908309229229,5.3785288128228,7.4152152267392,21.7861834729059,33.0352995096111,13.0022183360977,14.9810315773636,105.979886854377,147.470719251446,192.909420895757,12.9855155850456,61.9818815592733,12.9188637192717,11.0688127350471,56.03976736664,22.3258886605776,58.4526824741827,41.1516227760357,35.881561713627,126.679703150062,10.0060787399269,74.6586481323732,192.841659738969,73.2879126882587,28.6416066172524,59.5028187082627
CDH5,21.1269258305654,11.5012007836912,12.5023785304359,8.00666336729364,10.051466563008,31.4640948386062,33.0804806718436,27.1340470685439,25.1710224097773,20.7203336959002,19.9168694113991,28.178185459084,8.27926454642116,26.3690362085283,17.9441792369868,33.5071148532266,0.903869933284027,0.456440399593004,17.4243539892366,49.4276387860231,61.1316232231203,13.1092462583086,7.97798071640584,52.3851910524994,25.7710918416859,70.3455160285981,17.6821939508775,18.6581838551782,76.4476287882232,24.9020096651541,59.4306822920095,9.89867931037599,85.9983118622586,14.6381037207907,6.47383595116889,43.2292515862149,35.1311212254815,9.39440224635782,10.753385115283,9.30530265394321,5.96015903628882,133.131705411459,84.0955755887498,10.4233058315963,32.2267255410003,10.5048235513885,14.8637565812041,15.9446285320124,35.8902764392443,72.2157135268342,29.7921036543327,18.7794353444814,14.5969928065724,0.484828480329066,0.829208389890976,16.8029568893013,4.07680882566463,6.01638662973295,152.099136989304,19.461887725096,127.220048435495,146.261481486377,5.8411356267736,47.5556513530208,133.408052512007,28.5733439165722,4.67071423766191,11.3951319886669,42.9608815464253,7.20316128405416,10.9603964001084,24.9141763995136,21.0138158210129,15.9835511989838
CDK2,33.4900898351184,36.7004609277336,16.6516395274365,69.4783825844125,29.7436426419779,20.7573227200904,21.9061377024249,52.3784542977114,17.8069906328942,30.1047811264244,19.2422657700452,15.6774677517598,37.3642133750825,61.0577148571805,75.0317076002379,47.7822094986329,39.1375681111984,40.0689465071287,34.5383505282833,21.2827958409162,28.345749757147,19.2072551919488,33.166322349335,17.517769280072,19.2569966713705,18.4128427200538,30.9984140867235,32.8806485296913,26.9288897194326,36.4681715147054,24.0326560126954,99.2325050015352,24.4416254766419,39.973283237544,53.1980432509095,19.5134927756832,26.5467199404049,76.9037029315412,48.3765518672275,45.1053397734774,18.0667320787505,26.8810326376641,23.8734504873078,43.9571087558722,20.3393716189393,29.7390075187196,47.3624785977352,17.1733888959473,18.035999678962,17.4264333535459,21.7206746907139,56.5421533641849,27.4130128066012,26.9520559746567,39.110995723191,30.1067413129955,125.361871389187,112.891478720309,13.2221536822674,41.0391980290069,25.181531186136,20.0839778242836,51.1209163125148,28.6239011712472,24.6588758158529,26.80863016614,34.2664549211645,37.1018831294622,11.9275358892607,29.9143050973073,48.9002300927911,24.5118356626271,39.185905659113,47.553356913229
CDK6,112.311781020265,37.9927306787102,70.8104146461809,134.27997581877,182.907696831659,387.516074741122,281.202525220521,128.967919037431,111.666654271875,84.9862575717559,123.516714333596,157.393524928851,106.393925567321,120.705320826204,158.270442913516,155.026251387595,96.4881153780699,73.3238899060476,105.521533064588,43.2970789365938,134.340382934248,66.9013443879074,143.754180833351,94.6497514844581,80.879386019756,80.8781233465412,104.565072870004,53.3694466499058,95.1457615169987,102.357372215018,84.4133847356606,501.392678260322,133.814666465372,84.0439843969332,36.9782694819484,73.1443929630085,110.767631707858,155.852244206927,124.96363822264,116.570064155761,238.220106481669,227.644419546356,139.501127346261,565.169564615469,151.318381347337,149.656746791964,120.875091655284,29.2269429421658,26.8268458700934,94.0525405068948,45.9021508947263,56.0834968700185,176.281386812386,180.091742784051,258.270773171376,75.3881117342673,236.245844769284,248.380505621895,107.433696138691,23.3965737216915,77.6772313787323,69.7892123703441,51.0330796865483,74.7464718332174,106.927627986493,95.5949193319223,102.144591739522,52.5176009934723,78.6347274887734,27.4850036446459,222.388742342059,173.192212585936,141.787170094806,140.24572935399
CDKN1A,32.6554458516887,13.439605410156,28.4988715846618,8.64270671890107,31.9907253111118,29.2191264911755,66.677267619502,40.8044102815317,220.000449334384,45.540881572894,151.11121566326,20.256938595037,23.1174269802669,44.0424009400909,33.523621675301,66.2909015127962,12.2926310926628,26.7669691475612,16.8479758674553,219.899001871856,92.3190521539161,45.5435836299889,11.9669710746088,65.6664172821125,27.0548916197773,125.891565570305,16.8362865242151,407.769327536846,182.016033668391,57.2935831509192,46.130032258629,44.7897687944673,43.2577974705647,28.8383154499339,78.5304447989617,396.261205107903,40.072562301345,27.0274285447266,36.6381238406208,28.9648693519105,15.9247999250842,103.7591249495,299.166046206865,17.4272013790717,43.7869045844726,21.3055576253513,15.8210832762647,27.5593395911113,15.3555866284362,95.3792442807244,155.325791519396,33.8896187356313,104.064685558817,39.9101989943608,73.8271869799599,8.93848015966956,6.3242803577618,20.8407632853949,63.0640529096063,29.5312992002544,258.787397043189,189.770965507789,29.8644528286169,101.220751967889,46.7893332735202,80.0879665887628,48.7151129834644,24.6859806335838,44.2660222516331,12.8809472373674,23.5303615023305,155.241625863305,32.9789778543298,34.6564953339342
CDKN1C,10.1200582990856,5.72906256266265,10.5369391108041,4.11557462804813,14.3764966466099,30.8424112962408,53.9908848423401,15.3533236949323,13.2996953211812,15.9842574225516,27.7229972613506,3.71308446752205,8.44054892070209,11.1398602164371,8.81907723740283,13.3177485067428,2.21448133654587,4.76002131004133,2.48285960151972,76.9803253820373,23.3017692239203,6.18638587470742,25.2134296226034,39.810055331296,24.5348402035239,47.7042543122897,27.7239337254499,333.981491007689,36.5910827084649,31.5383320378474,46.3763405925805,28.8886988384377,78.9179997202155,28.9634274475475,32.2284441916886,98.6492353329313,32.9669864477311,49.2242969438497,32.9715752262495,36.6459737244382,9.17305726678827,38.0099462528453,129.299565170607,7.28688122616123,4.74403573953812,12.6501748400524,6.80205809648324,11.0588432754141,10.0174758922195,37.4345605372467,84.6843827443092,4.89233593777535,62.6134165124025,5.09069904345519,4.94761005968282,17.0108285209215,15.6539005549559,19.8540758781187,77.9426732724262,8.84246637944581,53.7670804316357,40.4812239335213,16.6889589336389,33.2625570922794,15.6326941500721,26.9212714693591,55.7430101074229,13.0616960820734,39.9155532342736,12.8809472373674,60.0522418145797,29.7422652421523,45.654571383375,48.5618792642165
CDKN2A,2.19094045650308,2.11070725992834,1.36488848585545,0.523800407206126,5.04989546074198,2.2795063220066,13.0551729741724,33.6001583939096,3.77724043728058,1.77602860250573,9.38020301311052,2.43413315093112,8.76311766926396,13.255023548672,12.1297087555446,11.6370741744222,30.6863842349927,21.5179045522416,8.95602927691044,0.48765816984096,14.5636057649502,14.1992285314713,0.827903659249663,2.28638831294606,1.04605907844482,1.26852569887636,1.09149345375787,0.422449445777619,1.5209007482736,0.821639912809653,1.51303690855915,24.1148676816607,10.0223596531204,16.7337296808185,40.1800035664938,1.41462420975102,9.59433084802679,35.4734999649537,37.3495437210213,41.2478688551155,28.590137877198,18.3820861703491,9.84256292020587,41.8818804455092,1.47228695364976,1.77546313544594,5.74396017036363,13.3700830075773,39.7518884611884,3.5856858752152,0.721835110567533,0.331251912453539,0.209526212534531,8.37431011477477,10.6691479499306,6.61724693991041,17.1957705595342,27.5791163106958,3.22419407464685,7.9539888963436,2.74782180695621,0.93980485486249,5.6215440618573,4.37466737268074,11.4458508472702,13.40431508307,48.9333706581215,27.4983075412072,1.52266415607583,44.4336184306557,46.0260002675879,12.348765693672,48.0849949213925,52.6265299515297
CDKN2B,41.0540509349505,5.59983558756499,7.97094875739584,4.22781757244944,29.5020208495979,13.573424008312,30.4251912533679,38.3833092373308,30.1544404656853,38.1078729772218,70.8012583592315,22.3197632992159,24.9453165554508,40.000088794042,28.0986372548166,39.7830506511325,15.9081108257989,16.8556918992559,26.4690568233442,3.58777082097278,24.0477100070031,15.1713748832111,3.88863839950599,16.6771853414889,9.36698356607403,24.5248301782763,5.34831792341356,4.36531093970206,35.7411675844297,3.98179342361601,24.7715810145498,15.4447478601611,36.1128249436627,37.0331512936244,52.3888137570134,5.82492321662184,7.93516085175148,16.0327180292731,37.2127322055596,38.980758753973,34.7831156258418,26.8256649082353,54.9268860835805,55.2765359033072,9.26995489335035,5.10445651440709,37.0334274141865,23.814546101024,42.591309065559,18.6455665511191,3.31387937124186,16.8683666187879,9.00962713898485,67.0826315509853,78.3878331243603,8.17628417706208,10.5840229127832,14.8965732952188,71.4647053609797,14.7656496001272,23.4590160235664,5.01229255926661,7.02693007732163,13.1994274175712,31.9450706544952,21.2892063084053,60.2827697402906,16.7489691387353,17.6919073372621,17.4570732295901,17.7819018519241,19.5290003827243,46.0658738282703,47.5839181965922
CEACAM3,0.156495746893077,0.0430756583658846,0,0.0748286296008751,0.120810896189999,0.414455694910291,0.036879019701052,0.147628112451272,0.349156679076357,0.219262790432807,0.22486788045128,0.288795458585048,0,0.0940072592104396,0,0.148920510458785,0,0,0,0.104498179251634,0.106562969011831,0,0.0752639690226966,0.302610217889919,0.0950962798586196,3.3442950243104,0.191011354407627,0,1.07357699878137,1.01124912345803,0.49261666790298,0.0351016996821844,0.258641539435364,0.406613992244187,0.52775836558442,0.374459349639975,0.649240433325121,0.0296353383165862,0.0547246061846465,0,0.0465637424710064,0.110735458857524,0.717998510896477,0.0707464196714682,0.0545291464314727,0,0.151156846588517,0.321818190554378,0.295299742854542,0.107570576256456,0,0.02548091634258,0,0.198338923770981,0.22112223730426,0.0346452719367037,0.0784001697243198,0,0.295797621527234,0.126925354728887,0.656196252407453,0.626536569908326,0.527019755799122,0.263988548351424,0.217498353392308,0,0,0.145824358173069,0.36253908477996,0.084743073930049,0.0383230643360432,0.278543587075307,0.299129050832924,0.213928983542804
CEBPB,28.8473826772905,8.27052640624983,18.1803146315946,17.6221422710061,23.1715298892419,46.3499618808009,57.1256015169295,70.4186096392569,105.44531708106,42.9974332038734,61.1961874656697,21.4946334175443,12.5801811939127,19.9295389526132,14.9117520481007,24.6569816602474,29.9632882883655,41.7968994484451,13.9660852585484,54.7918786542736,69.7277027234079,31.0203063146044,80.4571828852627,92.3297398139687,89.5806956268196,130.927228193118,88.138096390948,257.658957803866,171.593390305222,140.595229695775,88.8117478419372,20.0781722182095,72.7106027737668,34.8749693347899,91.7244039385722,187.271281414392,89.7394554507167,60.3968194892027,61.2915589268041,24.6336739348024,26.8672794057707,68.9881908682377,271.313687305006,15.517048047942,24.7017033334571,13.4639287771317,11.3367634941387,25.5991742486437,52.6996464171183,73.4348467244074,34.3855998124898,25.5573590916077,27.1336445232218,27.3487338221987,44.9430947320909,6.99834493121415,29.661397545701,51.3318107248815,57.2368397655198,78.1860185129945,164.869308417373,112.115238426373,159.379557816251,148.323851523736,61.443284833327,43.141619132906,76.3028830601216,63.1211150377712,32.0122011860705,56.4953826200327,81.2832194567476,138.993249950578,121.409003506813,120.411456451235
CENPF,168.85891089763,144.734212109372,70.1552681729702,542.09600714354,57.6509596618677,121.400980634139,16.337405727566,383.301631168483,17.7435076003348,115.946163580868,17.7966865385727,215.193873139945,213.056658425111,484.513413970606,594.856496814345,304.521169529578,290.187442080837,224.796896799554,254.714793048765,11.5992978969314,102.620139158393,74.943646025027,289.766280737382,41.1886129905723,186.198515963177,44.475279806059,348.213699085104,12.9199122166988,81.9944432819269,93.1929270336795,31.1755976972886,548.815074530953,120.623947954168,315.845237975523,400.146392786107,20.5120510413898,136.809386866788,358.676499645643,43.3145257951477,216.390583534425,78.3202148362328,80.4493108599915,11.3683097558609,275.698797459712,273.845373378856,433.434937940741,333.300846727679,212.926617350433,171.410143044644,24.8488031152414,8.76045338734233,477.716219590689,33.4892729701026,193.160074094739,300.643321894805,495.808486686167,747.284284422309,997.685362035356,11.0628310451186,56.5240913059311,19.3988017117953,8.00574505993973,102.724934067846,29.9061312632399,116.986926830888,136.558806602593,304.163895402132,707.810602520908,33.5348653421463,120.109183450189,137.426508709051,54.8421373663828,170.428776712058,225.725638921021
CEP55,50.86111774025,107.947599864907,28.7718492818329,75.9884733596887,9.35076336510596,13.8497278049189,4.09357118681677,61.2066154222975,2.28538917213615,38.7218087904337,3.18027430923953,27.0230036247438,35.5900852579923,94.7123136545179,104.883032129365,41.2722557557204,29.6017403150519,32.2768568283624,19.9958871479535,0.48765816984096,17.0500750418929,8.0717606174754,23.4070943660586,6.6238014360349,13.5987680197826,4.88190193203932,20.3836402489282,0.668878289147896,10.7357699878137,16.5908059317334,5.10210120328086,57.1806687822784,13.611011012786,30.4647714189106,25.508321003247,1.24819783213325,13.4176356220525,54.2919397959859,7.14156110709637,26.3255471446102,3.39915320038347,13.7588807630474,3.02157706668934,51.7156327798433,25.4651113834977,38.6903008265929,50.9398573003301,34.9026455755794,33.2325787535535,6.49009143413952,0.492160302659682,134.946932950303,1.53652555858656,26.3570392033438,53.1246175123485,43.9994953596137,104.089292003989,61.5837335419465,2.24806192360698,26.1043146225745,2.91187087005807,0.661344157125456,40.2291746926663,11.7286340767561,21.3964005149683,38.4857785998509,52.7747057320864,52.0801279189531,6.19941834973732,10.1691688716059,17.5902865302438,5.63277031641177,9.9086498088406,14.9139062812698
CES3,7.19880435708153,3.31682569417311,1.96543941963185,5.08834681285951,5.58146340397797,7.90919617787138,10.0310933586861,4.39931775104792,0.349156679076357,9.38444743052413,1.15646338517801,1.5264902810924,1.98917394946482,2.30317785065577,2.47601853037493,2.95713585053873,3.47989924314351,1.59754139857551,4.30066752406095,1.35847633027125,1.42083958682441,4.06533928909345,2.10739113263551,0.638843793323163,1.28379977809136,1.8451282892747,2.34671092557942,0.739286530110833,0.626253249289131,0.790038377701589,0.844485716405108,5.01954305455237,1.71350019875929,3.0965219409365,8.93670832389618,3.07888798592869,2.23627260367542,3.40806390640741,2.70886800614,1.28582363945397,4.65637424710064,0.74746434728829,1.79499627724119,3.63164954313537,2.01757841796449,7.76765121757601,1.66272531247368,1.72611574933712,0.726891674718873,0.609566598786585,0.787456484255491,1.9110687256935,0.17460517711211,1.10188290983879,1.74133761877105,1.48974669327826,7.73548341279956,17.5437834123013,0.828233340276255,6.60011844590214,0.98429437861118,0.696151744342585,7.46611320715423,7.54252995289782,1.84873600383462,0.337923909657227,1.74606139725679,0.729121790865344,1.08761725433988,3.16374142672183,6.13169029376691,3.86866093160149,1.19651620333169,2.01704470197501
CHUK,24.6741627601418,41.4818590063468,39.1450017743344,37.0401716524332,28.1731009915079,10.4650062964848,17.9232035747113,19.4278595985874,26.4089415446844,18.746968582005,27.5623773467426,20.0506561246191,19.3003634556182,27.2151015414223,24.1481357793869,23.6358124456728,14.6878864158654,9.58524839145308,13.8330749227528,8.60368342505123,15.6647564447391,8.77877614601339,14.3001541143124,13.2812262296131,10.6032352042361,16.4908340853927,12.6886113999352,13.6591987468097,15.4774017324314,20.7938101011058,14.9544345613405,16.3222903522157,13.0613977414859,16.6398956826083,8.97189221493514,11.5666332444348,12.8766019276149,21.5448909561582,20.8774372594427,19.6934041621634,9.91807714632437,19.0741827882086,21.4801221176529,41.3866555078089,17.9400891759545,25.596260202679,23.8827817609856,13.5456202024252,10.3809217295789,17.2471490597851,12.36962894018,46.7320005722916,22.0351733515482,28.2082024918729,51.9637257665012,17.7383792315923,24.1211188851824,16.4127027259115,23.1905335277351,12.5656101181598,11.975581606436,11.8693872410411,18.7970379568354,11.8040593762851,12.9411520268423,14.3429926098956,15.496294900654,11.4784601933373,16.8218135337902,10.1691688716059,11.496919300813,9.47048196056045,10.2077788596735,9.65736554278943
CLEC14A,5.73817738607948,3.48912832763665,5.51414948285603,2.95573086923457,4.61497623445798,11.6738354066399,26.4422571256543,11.2787877912772,10.8555985676467,8.06887068792729,10.825782244583,13.0783086244943,2.15045832374576,11.6098965124893,4.84075532904761,18.2959484277936,0.0903869933284027,0.521646170963433,4.65536175284948,17.9040213784467,18.861645515094,6.65772956039941,5.54444571800532,34.6656816271674,16.8320415349757,45.1287627418438,10.1508891199482,13.6591987468097,45.3138958235636,18.3604918977849,47.7134429768886,3.72078016631154,47.6870338333953,8.50761583772453,3.87022801428575,34.4502601668777,22.0381058200916,6.78649247449824,10.2882259627135,6.3952807330737,2.37475086602133,33.6912633574018,48.3751496716501,3.46657456390194,8.72466342903563,4.43865783861486,8.06169848472088,10.5029754917292,11.8347050790166,47.65376528161,21.2941357617422,4.58656494166439,7.92707504088977,0,0,8.03770308931526,3.60640780731871,1.94930926803348,82.4979566439456,7.06551141324139,49.214718930559,70.6594020507724,2.72293540496213,20.892807969527,52.8792871685048,14.868652024918,0.0436515349314197,4.79137176854369,31.9759472775925,7.17491359274415,4.36882933430893,7.83016972556142,7.51561740217721,6.23450180610457
CLEC4E,3.44290643164769,1.6799506762695,5.07738516738228,0.897943555210501,6.93454544130597,3.52287340673747,3.61414393070309,1.06292240964916,29.2974195261343,3.88095139066068,10.3117985178372,11.2630228848169,6.45137497123727,5.82845007104725,6.39869957287902,2.14871022233389,0.768289443291423,0.0978086570556437,1.10841946496416,1.11464724535077,3.55209896706103,2.53347231059447,2.00703917393858,15.3322510397559,5.04010283250684,32.0206638534548,3.19261835224177,1.5489813011846,11.4962203619505,24.1435728225606,10.6968190744647,0.210610198093106,4.49389674768945,1.21984197673256,0.633310038701304,6.03295618864405,4.50861412031334,1.65957894572883,2.57205649067839,0.981286461688557,0.512201167181071,1.74408347700601,9.9921459433093,1.81582477156768,7.47049306111176,6.95389728049661,8.06169848472088,6.23157041709841,2.4532594021762,18.4304253986061,3.83885036074552,2.77741988134121,2.37463040872469,4.47364461394547,4.86468922069373,1.31652033359474,0.104533559632426,0.409114290821841,4.170746463534,1.0154028378311,9.22775979947981,7.62286160055131,3.55738335164407,14.0668183621544,1.46811388539808,0.938677526825631,0,4.37473074519206,26.6828766398051,5.93201517510343,2.5676453105149,7.73732186320299,7.40344400811486,6.08169538928828
CLEC5A,15.1800874486285,14.0426646272784,29.536186833912,11.1868801253308,16.1403357309839,8.94533541514711,2.61841039877469,7.64713622497591,13.4901444188592,11.7086330091119,14.2630484171954,26.2803867312394,26.7732061306347,11.7979110309102,11.6845818287356,9.80747933164283,12.8349530526332,0.391234628222575,7.75893625474914,1.56747268877452,10.940464818548,6.24530383541892,9.93484391099595,2.45450510066268,9.31943542614472,2.46017105236627,9.08668300253427,0.246428843370278,9.75165773893076,9.57526513774326,14.708126227389,5.44076345073858,1.77816058361813,8.57017183653133,11.7162357159741,1.16498464332437,4.72502759808838,6.96430450439775,12.9970939688535,9.16995279715858,4.05104559497756,14.3402419220494,0.987247952482656,7.52270262506612,87.6828674618081,11.0226669658936,24.0339386075741,3.94958688407646,6.65560189664468,2.97611927642862,0.590592363191618,8.00100773157011,1.60636762943141,29.9491774894182,15.3956357723091,7.10228074702426,2.87467288989173,11.5514623290873,2.48470002082877,11.5502072803287,3.19895673048633,0.835382093211102,27.0536807976883,6.75056430784355,9.40680378421732,4.24282242125185,0.261909209588518,14.5199396638041,2.13898060020177,11.1013426848364,4.5221215916531,3.80676235669587,12.5634201349828,15.2806416816288
CLEC7A,3.91239367232692,3.79065793619784,6.22389149550086,3.14280244323675,7.63524863920796,5.11162023722692,8.15026335393249,3.10019036147672,30.0274744005667,6.02972673690219,18.8246539920643,5.81716566578455,6.07504476458176,5.31141014538984,6.14831567654897,4.16977429284597,3.57028623647191,0.35863174253736,1.10841946496416,1.25397815101961,10.3721289838182,3.65291356411295,2.2579190706809,7.56525544724798,4.27933259363788,8.49527816520228,2.07383756213995,0.492857686740555,16.6851758560604,9.95448355904002,8.97266073680428,0.877542492054609,3.10369847322437,5.78642988962882,2.81471128311691,4.86797154531968,7.64660954805142,1.95593232889469,4.65159152569495,2.19943517275021,2.1419321536663,7.0317016374528,5.7739046917925,2.6647818076253,13.7413449007311,9.09924856916046,12.1933189581403,5.93900842568534,2.15795965932165,7.63751091420838,2.82171906858217,3.74569470235925,1.57144659400899,14.6550427008559,29.6580200784339,1.17793924584793,0.182933729356746,1.78085044240095,9.61342269963511,4.35777051235846,5.57766814546335,2.0188400585935,5.8411356267736,7.76880585148476,6.47057601342116,3.49188039979135,0.611121489039876,3.79143331249979,13.1964226859906,4.51963060960261,3.06584514688346,9.56332982291889,6.09475441072082,5.28710202184358
CLECL1,1.04330497928718,1.33534540934242,2.34760819567138,0.374143148004375,0.604054480949997,0.759835440668867,0.331911177309468,0.590512449805089,1.07921155350874,0.942829998861069,1.44557923147251,0.412564940835783,1.55908228471567,0.564043555262637,0.945894719469073,0.340389738191508,0.587515456634618,0.586851942333862,0.0443367785985665,0.0348327264172115,0.426251876047323,0.0294589803557496,0.326143865765019,0.907830653669758,0.237740699646549,1.4991667350357,0.16372401806368,0,1.07357699878137,1.26406140432254,1.44266309885873,0.315915297139659,1.22854731231798,2.47096195286852,0.351838910389613,0.457672538448859,1.80344564812534,0.0592706766331724,0.465159152569495,0.270699713569257,0.186254969884026,0.193787053000668,0.329082650827552,0.141492839342936,1.47228695364976,0.813753937079391,1.76349654353269,0.643636381108756,0.567884120874119,1.7928429376076,0.0656213736879575,0.687984741249659,0.0349210354224219,2.95304619836795,3.37211411888997,0.450388535177148,0.104533559632426,0.312852104746113,1.21277024826166,1.14232819255999,2.21466235187515,0.522113808256939,0.483101442815862,0.791965645054272,1.00592988443942,0.600753617168404,0.0436515349314197,0.229152562843394,1.26888679672986,0.254229221790147,1.30298418742547,0.557087174150615,0.859996021144656,0.702909517354927
CMKLR1,29.786357158649,18.651760072428,25.0047570608719,7.93183473769276,32.8605637636798,36.4030252029539,57.8263028912495,17.981104096565,91.7012405319631,29.5785504293856,78.8643780725559,43.4843447640916,11.6124749482271,21.4806587295854,21.5886559502353,13.7006869622082,8.85792534618347,0.652057713704291,13.4340439153657,9.37000340622988,58.8227588945306,13.6984258654236,13.39698648604,54.7724494380754,24.8201290430997,76.4575034868206,21.5569957117179,5.45663867462757,76.9396849126647,89.5271489611441,71.9924073235355,5.01954305455237,43.4841088175706,25.710515509594,7.03677820779227,11.3586002724126,68.1702454991377,10.4020037491218,13.1065431812228,5.48166919977745,3.44571694285448,60.0463025654926,56.6620491515803,18.889294052282,69.9608948715794,36.1750613847111,25.2431933802823,33.7616538090684,18.1950072328068,56.6538368284002,14.0429739692229,39.4699394146563,6.60007569483774,78.211648940357,301.389609445707,3.7070440972273,3.9461418761241,4.93343703638102,85.6925709564397,10.1117199267347,30.554138002722,42.7089095154176,14.5808799104424,43.4449725286915,53.2870965811154,33.9425793700148,0.392863814382777,24.8109729405893,77.6196180513895,18.2197608949605,14.8693489623848,25.347466423853,37.8024337990107,33.6479729829467
CNTFR,0.052165248964359,0,0,0.0748286296008751,1.35308203732799,0.241765822031003,0.147516078804208,0.53146120482458,0.126966065118675,0.460451859908894,0.610355675510616,0.0412564940835784,0.0537614580936439,0.235018148026099,0,0.170194869095754,0,0.130411542740858,0.088673557197133,6.09572712301201,0.355209896706103,0.736474508893741,1.60563133915086,3.59769925713571,0.903414658656886,7.61115419325815,3.24719302492966,0.915307132518174,0.939379873933697,1.54847522029511,1.90009286191149,0.280813597457475,12.0591617761739,0.31277999403399,0.351838910389613,2.87085501390648,3.31833999255062,0.325988721482448,1.36811515461616,6.19225594789675,20.5346104297138,0.359890241286954,22.2579538377908,0.731046336605171,1.25417036792387,1.25761972094088,0.0503856155295055,0.175537194847843,3.31644326590486,7.20722860918256,2.00145189748271,0.356732828796119,0.139684141689688,0,0,0.27716217549363,1.1760025458648,5.17409250157034,14.1687060711545,0.0846169031525915,9.14573526792888,25.8272297151099,0.0878366259665203,4.48780532197421,0.108749176696154,0.375471010730252,0.0436515349314197,0.687457688530181,3.40786739693163,0.0564953826200327,2.33770692449864,3.15682732018682,0.299129050832924,0.427857967085608
