,Gene,Cum_Prop
0,A1BG,0.0025575447570332483
1,A4GALT,0.0025575447570332483
2,AATK,0.01278772378516624
3,ABAT,0.01278772378516624
4,ABCA1,0.005115089514066497
5,ABCA10,0.005115089514066497
6,ABCA3,0.04092071611253197
7,ABCA5,0.0025575447570332483
8,ABCA6,0.005115089514066497
9,ABCA8,0.0076726342710997444
10,ABCA9,0.023017902813299233
11,ABCB1,0.09974424552429667
12,ABCB9,0.023017902813299233
13,ABCC11,0.010230179028132993
14,ABCG1,0.017902813299232736
15,ABHD16B,0.005115089514066497
16,ABHD17C,0.015345268542199489
17,ABHD6,0.0025575447570332483
18,ABI3,0.01278772378516624
19,ABI3BP,0.0025575447570332483
20,ABL2,0.028132992327365727
21,ABLIM1,0.09462915601023018
22,ABLIM2,0.017902813299232736
23,ABO,0.010230179028132993
24,ABR,0.0025575447570332483
25,ACACB,0.005115089514066497
26,ACE,0.015345268542199489
27,ACKR1,0.0025575447570332483
28,ACKR2,0.017902813299232736
29,ACKR4,0.030690537084398978
30,ACOT11,0.03580562659846547
31,ACOT7,0.005115089514066497
32,ACP4,0.020460358056265986
33,ACP5,0.010230179028132993
34,ACSL1,0.0025575447570332483
35,ACTA2,0.028132992327365727
36,ACTG2,0.03324808184143223
37,ACTL6A,0.0025575447570332483
38,ACVRL1,0.010230179028132993
39,ACYP1,0.10485933503836317
40,ADA2,0.005115089514066497
41,ADAM12,0.02557544757033248
42,ADAM19,0.010230179028132993
43,ADAM28,0.0076726342710997444
44,ADAM33,0.010230179028132993
45,ADAMDEC1,0.15089514066496162
46,ADAMTS12,0.010230179028132993
47,ADAMTS13,0.023017902813299233
48,ADAMTS16,0.005115089514066497
49,ADAMTS6,0.0025575447570332483
50,ADAMTSL3,0.005115089514066497
51,ADAMTSL4,0.0025575447570332483
52,ADAP1,0.015345268542199489
53,ADAP2,0.005115089514066497
54,ADARB1,0.0076726342710997444
55,ADAT3,0.017902813299232736
56,ADCK5,0.030690537084398978
57,ADD2,0.0025575447570332483
58,ADGRB2,0.017902813299232736
59,ADGRF3,0.005115089514066497
60,ADGRL4,0.015345268542199489
61,ADH1A,0.0076726342710997444
62,ADH1B,0.0025575447570332483
63,ADIRF,0.005115089514066497
64,ADM,0.0076726342710997444
65,ADORA1,0.03836317135549872
66,ADORA2A,0.0025575447570332483
67,ADPRH,0.0025575447570332483
68,ADPRM,0.0025575447570332483
69,ADRA1B,0.0076726342710997444
70,ADRA2C,0.0639386189258312
71,ADRB2,0.0025575447570332483
72,AEBP1,0.028132992327365727
73,AEN,0.0025575447570332483
