,Gene,Cum_Prop
0,A2M,0.0025575447570332483
1,AADAT,0.010230179028132993
2,AATK,0.028132992327365727
3,ABAT,0.01278772378516624
4,ABCA1,0.010230179028132993
5,ABCA10,0.0025575447570332483
6,ABCA3,0.03324808184143223
7,ABCA6,0.0025575447570332483
8,ABCA9,0.02557544757033248
9,ABCB1,0.1636828644501279
10,ABCB9,0.015345268542199489
11,ABCC4,0.0025575447570332483
12,ABHD11,0.0025575447570332483
13,ABHD17C,0.015345268542199489
14,ABHD6,0.0025575447570332483
15,ABI3,0.0025575447570332483
16,ABL2,0.03580562659846547
17,ABLIM1,0.05370843989769821
18,ABLIM2,0.023017902813299233
19,ABO,0.0
20,ABR,0.017902813299232736
21,ABTB2,0.0025575447570332483
22,ACACB,0.005115089514066497
23,ACAP3,0.0076726342710997444
24,ACE,0.017902813299232736
25,ACKR2,0.0076726342710997444
26,ACKR3,0.0025575447570332483
27,ACKR4,0.023017902813299233
28,ACOT11,0.028132992327365727
29,ACOT4,0.0025575447570332483
30,ACP4,0.0025575447570332483
31,ACP5,0.023017902813299233
32,ACSL5,0.0025575447570332483
33,ACSS3,0.005115089514066497
34,ACTA2,0.0025575447570332483
35,ACTG2,0.005115089514066497
36,ACTRT3,0.0025575447570332483
37,ACYP1,0.1534526854219949
38,ADAM19,0.023017902813299233
39,ADAM28,0.0025575447570332483
40,ADAMDEC1,0.11253196930946291
41,ADAMTS12,0.005115089514066497
42,ADAMTS13,0.0076726342710997444
43,ADAMTS16,0.0025575447570332483
44,ADAMTS3,0.0025575447570332483
45,ADAMTS6,0.0025575447570332483
46,ADAMTSL3,0.005115089514066497
47,ADAMTSL4,0.0025575447570332483
48,ADAP1,0.015345268542199489
49,ADAP2,0.0025575447570332483
50,ADARB1,0.0076726342710997444
51,ADAT3,0.03580562659846547
52,ADCK5,0.028132992327365727
53,ADGRB2,0.08439897698209718
54,ADGRF1,0.0025575447570332483
55,ADGRF5,0.0025575447570332483
56,ADGRG6,0.0025575447570332483
57,ADGRL4,0.0025575447570332483
58,ADGRV1,0.005115089514066497
59,ADH1A,0.0025575447570332483
60,ADH1B,0.0025575447570332483
61,ADM,0.01278772378516624
62,ADORA1,0.07161125319693094
63,ADORA2A,0.0025575447570332483
64,ADRA1B,0.0076726342710997444
65,ADRA2A,0.0025575447570332483
66,ADRA2C,0.08184143222506395
67,AEBP1,0.0076726342710997444
68,AFAP1L2,0.04092071611253197
69,AFF1,0.0025575447570332483
70,AGPAT4,0.0025575447570332483
71,AGRN,0.04603580562659847
72,AHCY,0.0025575447570332483
73,AHDC1,0.09462915601023018
74,AHR,0.0025575447570332483
75,AIF1,0.020460358056265986
76,AJUBA,0.0076726342710997444
77,AK4,0.017902813299232736
78,AKAP13,0.005115089514066497
79,AKR1C3,0.0025575447570332483
80,AKT3,0.005115089514066497
81,ALDH1A1,0.03580562659846547
82,ALDH1A3,0.01278772378516624
83,ALDH1L2,0.0076726342710997444
84,ALDH2,0.005115089514066497
85,ALDOA,0.0025575447570332483
86,ALG3,0.015345268542199489
87,ALK,0.0025575447570332483
88,ALKAL2,0.0025575447570332483
89,ALKBH7,0.015345268542199489
90,ALOX15B,0.0025575447570332483
91,ALOX5AP,0.0025575447570332483
92,ALPL,0.0025575447570332483
93,AMIGO2,0.05115089514066496
94,AMN,0.0025575447570332483
95,AMOTL2,0.31202046035805625
96,AMY1B,0.0076726342710997444
