To	From	Weight
SPN	GBP4	0.141021750232646
SPP1	GBP4	0.0265767996655716
SPRED1	GBP4	0
SQOR	GBP4	0.0323693253863337
SRGN	GBP4	0.0780254648602529
ST18	GBP4	0.0390097872744078
ST8SIA1	GBP4	0.0925609021290356
ST8SIA4	GBP4	0.0943059553553206
STAM2	GBP4	0
STAP1	GBP4	0.0692489678105661
STARD5	GBP4	0
STAT1	GBP4	0.0324150422935774
STAT2	GBP4	0.0509716820371803
STEAP4	GBP4	0
STK17B	GBP4	0.0593716120955287
STOM	GBP4	0.0930786131460137
STX11	GBP4	0.09714437697872
TAGAP	GBP4	0.126267104232314
TAGAP-AS1	GBP4	0.105913419442975
TAP1	GBP4	0.0337273003182611
TAP2	GBP4	0.0102927233771837
TASL	GBP4	0.124048236609078
TBX21	GBP4	0.118562109380371
TCF4	GBP4	0.0868387525955706
TENT5A	GBP4	0
TENT5C	GBP4	0.0944051291776258
TESPA1	GBP4	0.0885763697666213
TFEC	GBP4	0.124868048889222
TGFBR2	GBP4	0
THEMIS	GBP4	0.152224490356345
THOP1	GBP4	0.0456987123431952
TIFAB	GBP4	0.122570551765693
TIGIT	GBP4	0.136267310157945
TLR1	GBP4	0.05883130392945
TLR10	GBP4	0.0647764268133923
