To	From	Weight
TLR2	GBP4	0.105462613225228
TLR3	GBP4	0.046755044376577
TLR4	GBP4	0.103975111791256
TLR6	GBP4	0.0614673002828758
TLR7	GBP4	0.055359323874323
TLR8	GBP4	0.0707850188261179
TMC8	GBP4	0.101213839353703
TMEM106A	GBP4	0.064755667169688
TMEM156	GBP4	0.0721858963131661
TMEM200A	GBP4	0.0422733102241716
TMEM201	GBP4	0.0502005946620504
TMIGD2	GBP4	0.0510639024634079
TMIGD3	GBP4	0.081178123121399
TMPO-AS1	GBP4	0.0304226911604615
TMUB1	GBP4	0.0427477688390192
TNFAIP8L2	GBP4	0.110335818990726
TNFRSF11A	GBP4	0.0640708151506651
TNFRSF17	GBP4	0.0711622565398499
TNFSF12-TNFSF13	GBP4	0.075334569256433
TNFSF13	GBP4	0.0719721190605602
TNFSF13B	GBP4	0.103440099753244
TNFSF14	GBP4	0.0590699791946317
TNFSF8	GBP4	0.13138739417972
TRAF1	GBP4	0.110720044926298
TRAF3IP3	GBP4	0.108589839638
TRAJ15	GBP4	0.0629673013091785
TRAT1	GBP4	0.134827171172139
TREM2	GBP4	0.0490696831883722
TRGC2	GBP4	0.0716291178487288
TRGV7	GBP4	0.061704165634287
TRIM14	GBP4	0.0375820735586689
TRIM21	GBP4	0.0648791131614182
TRIM22	GBP4	0.104856580432714
TRIM28	GBP4	0.0522127244874645
TRIM34	GBP4	0.0753269844003793
TRIM6-TRIM34	GBP4	0.0628833933626303
TRIM69	GBP4	0.0704016258271752
TXNIP	GBP4	0.0897491076636982
TYROBP	GBP4	0.10300773568794
UBD	GBP4	0.0837044020068487
UBE2J2	GBP4	0.0516565455938108
UBE2L6	GBP4	0.0522172184098052
UBE2S	GBP4	0.0574343266885628
VNN1	GBP4	0.0373522857609467
VNN2	GBP4	0.0868426247679671
VSIG4	GBP4	0.0929873732977377
VWA5A	GBP4	0.0761944519771064
WARS1	GBP4	0.00010557975894183
WASHC4	GBP4	0.0362004391646818
WIPF1	GBP4	0.110456087796223
WRAP73	GBP4	0
XAF1	GBP4	0.0742025153316314
XRCC3	GBP4	0.0177844398421835
YDJC	GBP4	0.0569504506669474
ZAP70	GBP4	0.107033326315814
ZC3H12D	GBP4	0.121295763256424
ZFPL1	GBP4	0.0698191809239949
ZNF282	GBP4	0.032692877729641
ZNF366	GBP4	0.117375562763063
ZNF408	GBP4	0.0435853725254027
ZNF438	GBP4	0.0758036350646802
ZNF593	GBP4	0.0343289495469983
ZNF768	GBP4	0.0440267302112112
ZNF80	GBP4	0.0697628390642776
ZNF831	GBP4	0.134338364612658
