Gene	Post	Pre	Post_Pre	Label	Funct_Annot
IGKV1D-16	0.0771079525083981	0.114691083769737	-0.0375831312613394	None	None
IGKV1D-17	0.0693411766712719	0.115580347747511	-0.0462391710762392	None	None
IGKV1D-27	0.0817200127866866	0.127646913695863	-0.0459269009091767	None	None
IGKV1D-33	0.0868199662749443	0.126842008586271	-0.0400220423113272	None	None
IGKV1D-35	0.07259720627128	0.106500567848654	-0.0339033615773743	None	None
IGKV1D-37	0.0776941029449655	0.113578171580331	-0.035884068635366	None	None
IGKV1D-39	0.100975751232609	0.115989891574997	-0.0150141403423882	None	None
IGKV1D-8	0.0812470596012674	0.108813103926714	-0.0275660443254463	None	None
IGKV2-14	0.0698783384604472	0.102188853155407	-0.0323105146949598	None	None
IGKV2-18	0.0752013405906374	0.111698513168295	-0.0364971725776576	None	None
IGKV2-28	0.0884216889249101	0.115971719567909	-0.0275500306429989	None	None
IGKV2-30	0.10079960553082	0.0818475057643444	0.0189520997664755	None	None
IGKV2D-24	0.0786798483672756	0.103719646533831	-0.0250397981665557	None	None
IGKV2D-28	0.0789781432738644	0.108339174037274	-0.0293610307634095	None	None
IGKV3-11	0.125401478221661	0.1133763933701	0.012025084851561	Shared	Antigen Processing
IGKV3-15	0.0987148212199301	0.109168361970064	-0.010453540750134	None	None
IGKV3-20	0.122407218025612	0.109758052984834	0.0126491650407782	None	None
IGKV3-31	0.0687429662703812	0.104630716763268	-0.0358877504928868	None	None
IGKV3-7	0.0853614010184241	0.100083370498222	-0.0147219694797984	None	None
IGKV3D-11	0.0976728148039011	0.124301383477332	-0.0266285686734312	None	None
IGKV3D-15	0.088241810517055	0.123402400414287	-0.0351605898972322	None	None
IGKV3D-20	0.0986942071602498	0.119436887091081	-0.0207426799308308	None	None
IGKV3D-25	0.0694590855061723	0.10601508901201	-0.0365560035058377	None	None
IGKV3D-7	0.078049808781547	0.108073838700072	-0.0300240299185255	None	None
IGKV4-1	0.100983602182126	0.106974977780685	-0.00599137559855893	None	None
IGKV7-3	0.0713475230928272	0.100050314236068	-0.028702791143241	None	None
IGLC2	0.110318731030873	0.105743141102389	0.00457558992848407	None	None
IGLC3	0.0839385274207839	0.105390938506617	-0.0214524110858335	None	None
IGLJ2	0.107180864605194	0.0806628413916175	0.0265180232135768	None	None
IGLV1-40	0.110832671242623	0.0808751277165743	0.0299575435260486	None	None
IGLV2-11	0.107741849222631	0.0982246232196175	0.00951722600301348	None	None
IGLV2-14	0.105516743771253	0.107073938348519	-0.00155719457726562	None	None
IGLV2-23	0.097666742311008	0.10162044164193	-0.00395369933092216	None	None
IGLV2-8	0.0915823903419568	0.103292824598281	-0.0117104342563243	None	None
IGLV3-1	0.101222943563005	0.0921438856091647	0.00907905795384026	None	None
IGLV3-21	0.113361097217189	0.0922791170741977	0.0210819801429913	None	None
IGLV3-22	0.0762488022357284	0.105575275533498	-0.0293264732977694	None	None
IGLV3-32	0.0724646669964108	0.110846494979011	-0.0383818279826003	None	None
IGLV6-57	0.0874004296557968	0.10072681137639	-0.0133263817205935	None	None
IGLV7-46	0.0697095128751938	0.112671758848832	-0.0429622459736384	None	None
IGLVI-20	0.0605297432113351	0.102720585688354	-0.0421908424770189	None	None
IGSF6	0.0977485290105454	0.130648677097071	-0.0329001480865251	None	None
IKZF1	0.137601161141577	0.153981047657853	-0.0163798865162758	Shared	None
IKZF3	0.134713318353518	0.117398620397097	0.0173146979564211	Shared	None
IL10RA	0.145593007548062	0.149857999292162	-0.00426499174410039	Shared	None
IL16	0.103581312091221	0.125414353925442	-0.0218330418342215	None	None
IL18RAP	0.0808974897599806	0.124725943764318	-0.0438284540043372	None	None
IL1R1	0.0474493958503293	0.100473193637289	-0.0530237977869597	None	None
IL1RL1	0.0312398255003945	0.100886232725517	-0.0696464072251222	None	None
IL21	0.072557597837513	0.124654286835084	-0.0520966889975706	None	None
IL21R	0.093724585845536	0.128813702270544	-0.0350891164250079	None	None
IL24	0.064450475812839	0.101659330628789	-0.0372088548159504	None	None
IL2RA	0.0968039119436806	0.158600529713123	-0.0617966177694422	None	None
IL2RB	0.115923930395459	0.110951643021628	0.0049722873738314	Shared	None
IL2RG	0.0662405153854263	0.11081894080311	-0.0445784254176834	None	None
IL7	0	0.107118381072519	0	None	None
IL7R	0.0882561229596266	0.162311756821604	-0.0740556338619777	None	None
INSYN2B	0.0506006703475287	0.154349016875801	-0.103748346528272	Pre_Only	None
IPCEF1	0.115251169559304	0.113664733938024	0.00158643562127958	Shared	None
IRAK3	0.0872973012323803	0.109779612364229	-0.0224823111318485	None	None
IRF1	0.0188341817470452	0.114638232827789	-0.0958040510807436	Pre_Only	Innate IFN Response
IRF2BP1	0.0266107447771831	0.10448086922552	-0.0778701244483372	None	None
IRF9	0.0535244214501461	0.112421737624175	-0.0588973161740291	None	None
ISYNA1	0	0.104328232135202	0	None	None
ITGA4	0.0814300406036659	0.130491985577591	-0.0490619449739253	None	None
ITGAL	0.130528139084888	0.133851610187333	-0.00332347110244499	Shared	None
ITGAM	0.0960517295039816	0.113227067180527	-0.0171753376765453	None	None
ITGB2	0.10146967022198	0.103060735264384	-0.00159106504240314	None	None
ITK	0.1347693314202	0.148169954712146	-0.0134006232919459	Shared	NK/T Receptor Signaling
JAK2	0.0898710108613797	0.104588410249846	-0.0147173993884666	None	None
JAML	0.146693972046528	0.155588397540243	-0.008894425493715	Shared	Immune Cell Infiltration
JCHAIN	0.0905676056561689	0.13794083157582	-0.0473732259196509	None	None
KCNA3	0.1282142994324	0.161713499859313	-0.0334992004269128	None	T/NK Activation
KIF22	0.0596820629172786	0.105720865931541	-0.0460388030142627	None	None
KIR2DL4	0.0508009833314047	0.136707551209258	-0.0859065678778535	Pre_Only	None
KLHL6	0.124744954468062	0.164583570367725	-0.0398386158996628	None	None
KLRB1	0.0729906666887393	0.126785756474792	-0.0537950897860531	None	None
KLRC2	0.076148440673771	0.120987415021493	-0.0448389743477217	None	None
KLRC3	0.098413985989902	0.124001828018475	-0.0255878420285731	None	None
KLRC4	0.123653313220766	0.146635672340692	-0.022982359119926	None	None
KLRC4-KLRK1	0.144692099452291	0.137840948032144	0.00685115142014769	Shared	NK/T Receptor Signaling
KLRD1	0.133795963077932	0.140691776009258	-0.00689581293132607	Shared	NK/T Receptor Signaling
KLRG1	0.126707415578405	0.105749943892199	0.0209574716862064	None	None
KLRK1	0.142552289344508	0.133665415744869	0.00888687359963963	Shared	NK/T Receptor Signaling
KMT5C	0.035954333087828	0.108769887858412	-0.0728155547705844	None	None
KRBA1	0.032583963421893	0.103677775067325	-0.0710938116454316	None	None
KYNU	0.0805453271193414	0.178919327370354	-0.0983740002510124	Pre_Only	Immune Checkpoint
LACC1	0	0.102211887911886	0	None	Innate IFN Response
LACTB	0.0195836857664055	0.105939770666482	-0.0863560849000764	Pre_Only	None
LAIR1	0.125411677661368	0.144596362847796	-0.0191846851864274	Shared	Immune Checkpoint
LAIR2	0.0486709744031336	0.126405248954821	-0.077734274551687	None	None
LAMP3	0.0157002330159933	0.120608017526789	-0.104907784510795	Pre_Only	None
LAP3	0.0502841626019048	0.141970775421263	-0.0916866128193577	Pre_Only	None
LAPTM5	0.109829313510683	0.136762183075819	-0.0269328695651363	None	None
LAT2	0.0966393974372574	0.128280802120168	-0.0316414046829109	None	None
LAX1	0.1278896605158	0.116163719971737	0.0117259405440625	Shared	Immune Checkpoint
LCP1	0.101302007580846	0.132697879029326	-0.0313958714484801	None	None
LCP2	0.0808482064462941	0.129702391430221	-0.0488541849839271	None	None
LILRA1	0.0846851307362499	0.101303069770297	-0.016617939034047	None	None
LILRA2	0.0799905648469426	0.117135012836497	-0.037144447989554	None	None
LILRB1	0.107455731771855	0.156934890812882	-0.0494791590410272	None	None
LILRB2	0.0833786767931929	0.118738579311474	-0.0353599025182815	None	None
LILRB4	0.0930924404649282	0.150219443710853	-0.0571270032459246	None	None
LILRB5	0.101028215926262	0.0505434653235696	0.0504847506026925	Post_Only	NK/T Receptor Signaling
LILRP2	0.0386056010719785	0.105295851275838	-0.0666902502038593	None	None
LINC01890	0.076040287334407	0.109680263693649	-0.0336399763592421	None	None
LINC02694	0.0673051788426618	0.110449317634016	-0.0431441387913543	None	None
LIPM	0.0611507201571764	0.129450118126028	-0.0682993979688512	None	None
LMO2	0	0.11994567736995	0	None	None
LOC101927723	0.090084805104743	0.132428155744586	-0.042343350639843	None	None
LOC101928517	0.0572295301761515	0.123557400848254	-0.0663278706721025	None	None
LOC101928816	0.057211386299091	0.116817760712059	-0.0596063744129679	None	None
LOC102724020	0.0506782011051725	0.119712931189052	-0.0690347300838796	None	None
LOC102724971	0.0755199487462693	0.101412617131902	-0.0258926683856324	None	None
LOC102725101	0.0552004995906269	0.111643190025633	-0.0564426904350062	None	None
LOC105370700	0.0788833055918247	0.108221820014409	-0.0293385144225838	None	None
LOC105373024	0.0949752056839764	0.110160123565258	-0.0151849178812811	None	None
LOC105377921	0	0.10829980542564	0	None	None
LOC107985076	0	0.137577139834919	0	Pre_Only	None
LOC112268267	0	0.140439751642084	0	Pre_Only	None
LOC124901031	0.0525771465700469	0.107826840142569	-0.0552496935725225	None	None
LOC124901298	0	0.130203374656124	0	Pre_Only	None
LOC124902368	0.0728026879743451	0.121758230476192	-0.0489555425018473	None	None
LOC124902870	0.10202578336238	0.131597120724609	-0.0295713373622296	None	None
LOC124903398	0.0427504079714668	0.102418807530305	-0.059668399558838	None	None
LOC124903668	0.0701493253373487	0.118428667316575	-0.0482793419792265	None	None
LOC124903681	0.0616932834430566	0.115879203037539	-0.0541859195944829	None	None
LOC124903905	0	0.114504764947716	0	None	None
LOC124904439	0.142362661603736	0.161732794374654	-0.0193701327709185	Shared	None
LOC124904752	0.113527375579477	0.081682902528147	0.0318444730513295	Post_Only	None
LOC124905215	0.124406826510893	0.117958638030305	0.00644818848058722	Shared	None
LPAR6	0.0873018111720047	0.128304630405933	-0.0410028192339283	None	None
LPCAT2	0.0332052937248192	0.104164249196144	-0.0709589554713246	None	None
LPXN	0.0937558656433536	0.126691405132832	-0.0329355394894784	None	None
LRRC18	0.0976890358390115	0.127453561820464	-0.0297645259814521	None	None
LRWD1	0.0563415285573043	0.128521716275195	-0.0721801877178904	None	None
LSP1	0.100159903468016	0.0704807919987015	0.0296791114693148	None	None
LST1	0.112293296764619	0.134948443777689	-0.0226551470130704	None	None
LY86	0.104698101741589	0.143158345447965	-0.0384602437063761	None	None
LY9	0.126266027739921	0.115882236299028	0.0103837914408934	Shared	None
LY96	0.0887975728238317	0.169159144273078	-0.0803615714492459	Pre_Only	Innate IFN Response
LYZ	0.109110749210464	0.164071841524039	-0.0549610923135758	None	Innate IFN Response
MAN1A1	0.0826520280911888	0.119007203045807	-0.0363551749546179	None	None
MAN2A1	0.0192976656542539	0.102491089959512	-0.0831934243052578	Pre_Only	None
MAP3K8	0.0471535736790762	0.109249496157103	-0.0620959224780273	None	None
MARCHF1	0.102602057517121	0.156780192323015	-0.0541781348058941	None	None
MARCKS	0.0477390172465227	0.101197001065586	-0.0534579838190631	None	None
MATCAP2	0.0493177765989218	0.113051046376009	-0.0637332697770874	None	None
MCEMP1	0.0329780015206222	0.110268167651561	-0.077290166130939	None	None
MCM2	0.0773080247875246	0.140340835715384	-0.0630328109278597	None	None
MCM4	0.088030711933979	0.11235216624733	-0.024321454313351	None	None
MCM5	0.0340161773014736	0.10648704061387	-0.0724708633123962	None	None
MCM7	0.0525107586919414	0.117349161563421	-0.0648384028714799	None	None
MCTP1	0.055325978827308	0.10886825102632	-0.0535422721990118	None	None
MDFIC	0	0.134237995749908	0	Pre_Only	Immune Cell Infiltration
MEF2A	0.0473267047725513	0.104894523686744	-0.0575678189141925	None	None
MEF2C	0.105421650192901	0.11708158456101	-0.011659934368109	None	None
MFSD1	0.0441346680264212	0.116877745853102	-0.0727430778266807	None	None
MIB2	0.0295782182646883	0.105826487524227	-0.0762482692595384	None	None
MIR1292	0.0260412469557967	0.10406359459457	-0.0780223476387737	None	None
MIR6891	0	0.102634343232431	0	None	None
MLKL	0.0701317054384414	0.134587301428646	-0.0644555959902046	None	None
MNDA	0.0774659003636684	0.133884611891096	-0.0564187115274276	None	None
MPEG1	0.139941483392653	0.172108485247034	-0.0321670018543803	None	Innate IFN Response
MRC1	0.106160328633752	0.117744222247912	-0.0115838936141595	None	None
MS4A1	0.0780546050432356	0.115903010681203	-0.0378484056379675	None	None
MS4A4A	0.124011535207265	0.134942695565715	-0.0109311603584506	Shared	None
MS4A4E	0.131667934155685	0.127654067964488	0.00401386619119753	Shared	None
MS4A6A	0.125206991827239	0.159610321859288	-0.0344033300320495	None	None
MS4A7	0.134797047055286	0.151120941462484	-0.0163238944071973	Shared	None
MSR1	0.0822150367405721	0.130156556345303	-0.047941519604731	None	None
MX1	0.0411668220068682	0.13702500351012	-0.0958581815032516	Pre_Only	Innate IFN Response
MX2	0.0260248219284657	0.102082247940397	-0.0760574260119313	None	None
MZT2A	0.0288488069475208	0.102668736832827	-0.0738199298853067	None	None
MZT2B	0.0287243088728796	0.111598360211613	-0.082874051338733	Pre_Only	None
NABP1	0.0494234628915155	0.108226928583634	-0.0588034656921183	None	None
NAIP	0.0816013485929761	0.107425992265841	-0.0258246436728654	None	None
NAPSB	0.102530430281661	0	0	None	Immuno-hot tumor marker
NCF2	0.0907460537594572	0.123604730573822	-0.0328586768143652	None	None
NCF4	0.112680069311067	0.116802379925275	-0.00412231061420776	Shared	None
NCKAP1L	0.132876189459191	0.162288936239475	-0.0294127467802844	None	Immune Cell Infiltration
NCR1	0.0493433836984661	0.116821731334241	-0.067478347635775	None	None
NFAM1	0.104350316085544	0.084728213474043	0.0196221026115005	None	None
NKG7	0.116444562453391	0.103529673367901	0.0129148890854897	None	None
NLRC3	0.129315694015682	0.11122680320957	0.0180888908061126	Shared	Immune Checkpoint
NLRC4	0.0858060891811324	0.113013360607174	-0.0272072714260417	None	None
NOC2L	0.0582903408136109	0.119934242076435	-0.0616439012628238	None	None
NONO	0	0.100035957143262	0	None	Innate IFN Response
NPL	0.0788805724970057	0.132994004920847	-0.0541134324238418	None	None
NSUN5	0.0480934532426821	0.12051878136529	-0.0724253281226083	None	None
OAS1	0.0481042599819739	0.149382236412898	-0.101277976430925	Pre_Only	Innate IFN Response
OAS2	0.0527015770114487	0.152770127161951	-0.100068550150503	Pre_Only	Innate IFN Response
OAS3	0.0510622063398514	0.132963406862376	-0.0819012005225241	Pre_Only	Innate IFN Response
OASL	0.0310932840746788	0.139957009067203	-0.108863724992524	Pre_Only	Innate IFN Response
OGFRL1	0.0567432839821957	0.115463654651604	-0.0587203706694085	None	None
OLR1	0.0262263615367459	0.131241628912364	-0.105015267375618	Pre_Only	Innate IFN Response
OR2I1P	0.0884264931169731	0.125909453059034	-0.0374829599420611	None	None
OSTF1	0.0608371769623179	0.100468741254903	-0.0396315642925847	None	None
OVOL3	0.0406649932665914	0.105216467399359	-0.0645514741327675	None	None
P2RX7	0.0752880763248906	0.129560217080411	-0.0542721407555202	None	None
P2RY10	0.131939302102202	0.150688252631385	-0.0187489505291823	Shared	Immune Checkpoint
P2RY12	0.0573583337849365	0.102019640183095	-0.0446613063981585	None	None
P2RY13	0.114273210731554	0.122331053852753	-0.00805784312119924	Shared	Immune Checkpoint
P2RY8	0.138097494626018	0.121767063410359	0.0163304312156597	Shared	Immune Checkpoint
PAM16	0.0496474071468894	0.100384325932213	-0.0507369187853241	None	None
PANK4	0.0477152465708228	0.118964790977575	-0.0712495444067527	None	None
PARP14	0.0100600809256448	0.108847660702377	-0.0987875797767326	Pre_Only	Innate IFN Response
PARP15	0.109453183102991	0.135466090641516	-0.0260129075385252	None	Innate IFN Response
PARP9	0.0195601300855301	0.112854413828242	-0.0932942837427116	Pre_Only	Innate IFN Response
PATL2	0.0868308024514763	0.11623263209501	-0.0294018296435339	None	None
PAXX	0.0409478125894237	0.100908586514493	-0.0599607739250693	None	None
PDCD1LG2	0.0631107375122973	0.176611287274499	-0.113500549762202	Pre_Only	Immune Checkpoint
PDE4B	0.0979952304681322	0.118108021657812	-0.0201127911896798	None	None
PECAM1	0.128259797690933	0.147531912639465	-0.0192721149485313	Shared	Immune Cell Infiltration
PELATON	0.0363118298534799	0.115798493516744	-0.0794866636632639	None	None
PHF11	0.0310617546209308	0.105524018839272	-0.0744622642183411	None	None
PHGDH	0.0322381119608346	0.103332731104429	-0.0710946191435948	None	None
PICALM	0.0288837773656923	0.104972795570276	-0.0760890182045835	None	None
PIK3AP1	0.0589748085610245	0.113646059921566	-0.0546712513605412	None	None
PIK3CG	0.137437416059619	0.177439455662499	-0.0400020396028798	None	Immune Cell Infiltration
PIK3R5	0.124437293958353	0.117536715569495	0.00690057838885845	Shared	None
PIP4K2A	0.0977685738066582	0.10146385232779	-0.00369527852113169	None	None
PKN3	0.0254523452414768	0.112924289625891	-0.0874719443844139	Pre_Only	None
PLA2G2D	0.10985442271483	0.103255849014945	0.00659857369988499	None	None
PLAAT4	0.0669161901922584	0.104369038703291	-0.0374528485110328	None	None
PLAC8	0.0710701870701941	0.135101279745796	-0.0640310926756024	None	None
PLEK	0.125764813970893	0.160079241799011	-0.0343144278281186	None	Innate IFN Response
PLXDC2	0.0522994847653782	0.142245586015969	-0.0899461012505912	Pre_Only	None
PLXNC1	0.0898083190458563	0.10753247225424	-0.0177241532083834	None	None
POLD1	0.0575538667980615	0.131409780008081	-0.0738559132100193	None	None
POLD2	0	0.123695321188485	0	Pre_Only	None
POP7	0.0408379776755823	0.112137374615475	-0.0712993969398923	None	None
PPP1R16B	0.101873085152042	0.0918241166970082	0.0100489684550343	None	None
PRDM1	0.0632225324045146	0.115004890866478	-0.0517823584619633	None	None
PRF1	0.1333394929378	0.112803493431328	0.020535999506472	None	None
PRKCB	0.107018611259213	0.138717748552808	-0.0316991372935956	None	None
PRR33	0.117215374330114	0.0605328344427535	0.0566825398873607	Post_Only	Innate IFN Response
PSMB8	0	0.122266498381293	0	Pre_Only	Antigen Processing
PSMB8-AS1	0	0.112466498613271	0	None	None
PSMB9	0.0595518246629107	0.141877667783239	-0.0823258431203281	Pre_Only	Antigen Processing
PTGDR	0.120586085117994	0.115375158160917	0.00521092695707726	Shared	None
PTGER3	0.0699331887594129	0.114952469823466	-0.0450192810640528	None	None
PTPN22	0.100226274134676	0.165176948096965	-0.0649506739622882	None	Immune Checkpoint
PTPN7	0.134382277029674	0.101406392629448	0.0329758844002256	Post_Only	Immuno-hot tumor marker
PTPRC	0.125651717534105	0.174055344672914	-0.0484036271388087	None	None
PTPRE	0.0770642420294204	0.108525652859033	-0.0314614108296126	None	None
PUSL1	0	0.103754612556949	0	None	None
PYDC5	0.0719142577374504	0.120848052446391	-0.0489337947089408	None	None
PYHIN1	0.0999553650251866	0.130268288831485	-0.0303129238062987	None	None
RAB27A	0.0693764905613303	0.111107644239135	-0.0417311536778045	None	None
RAB37	0.103056980693738	0.0805730911187308	0.022483889575007	None	None
RAC2	0.0624429353191974	0.129437928881097	-0.0669949935618993	None	None
RALY	0	0.104032228994197	0	None	Innate IFN Response
RASGRP3	0.0951457947545853	0.114518655838333	-0.0193728610837473	None	None
RASSF5	0.0982646889140421	0.110163756623185	-0.0118990677091432	None	None
RB1	0.0110755299642291	0.10897602862731	-0.0979004986630809	Pre_Only	None
RBM10	0.0491928469088834	0.10745339349516	-0.0582605465862765	None	None
RBM43	0.0687005032615077	0.106238500587107	-0.0375379973255994	None	None
RBPJ	0	0.120830602112198	0	Pre_Only	None
RCSD1	0.142815094744359	0.14920495272942	-0.00638985798506167	Shared	Immune Cell Infiltration
RGS1	0.0922028513146561	0.117716312363414	-0.0255134610487581	None	None
RGS18	0.116531210978608	0.154113208113956	-0.0375819971353484	None	None
RHOH	0.131763961670017	0.123151434733717	0.00861252693629934	Shared	Immune Checkpoint
RIPK3	0.0728106132908695	0.104848941777048	-0.0320383284861782	None	None
RIPOR2	0.0939870243627241	0.120996521091682	-0.0270094967289576	None	None
RNASE2	0.0192711522067291	0.115115694091361	-0.0958445418846324	Pre_Only	None
RNASE6	0.131137839318064	0.159201230187573	-0.0280633908695095	None	None
RSAD2	0.0341758954788754	0.115743752757709	-0.081567857278834	Pre_Only	Innate IFN Response
RTN4R	0.0361301998710039	0.121262878276636	-0.0851326784056317	Pre_Only	None
RUBCNL	0.0572222418292408	0.105425745031989	-0.0482035032027486	None	None
RUVBL2	0.0638496042119196	0.101986464905628	-0.0381368606937086	None	None
S100B	0.0454708066797062	0.103521672972847	-0.058050866293141	None	None
SAC3D1	0	0.119011006450617	0	None	Immune Checkpoint
SAMD3	0.0800283926703036	0.130461630631177	-0.050433237960873	None	None
SAMD9L	0.0653691321240874	0.125675699696022	-0.0603065675719344	None	None
SAMHD1	0.109089088964721	0.137443580781577	-0.0283544918168559	None	None
SAMSN1	0.11028935074369	0.163169804903788	-0.0528804541600985	None	Immune Checkpoint
SASH3	0.135523959680824	0.148066126472965	-0.0125421667921411	Shared	NK/T Receptor Signaling
SCIMP	0.113860910607226	0.116447272443873	-0.00258636183664726	Shared	None
SCML4	0.143067810268459	0.119885433805682	0.0231823764627774	None	None
SDCBP	0.0411386448616512	0.10011940377173	-0.0589807589100793	None	None
SELL	0.110730146643269	0.132692415013348	-0.0219622683700792	None	None
SELPLG	0.0929874519181877	0.107548199297958	-0.0145607473797704	None	None
SERPINA1	0.00997440812815949	0.109107196252071	-0.0991327881239114	Pre_Only	None
SERPINB8	0.00582562621698177	0.106023549665742	-0.10019792344876	Pre_Only	None
SERPINB9	0.075414461575418	0.141600461054707	-0.0661859994792894	None	None
SESN1	0.100808273265421	0.0649971307517089	0.0358111425137119	Post_Only	Immune Checkpoint
SFMBT2	0.105766198741285	0.0938757987331569	0.011890400008128	None	None
SH2D1A	0.157238856071618	0.159349857792	-0.00211100172038234	Shared	T/NK Activation
SH3BGRL	0.0762111240802586	0.107650785468344	-0.0314396613880854	None	None
SHE	0.113663007750578	0.0478153785093648	0.0658476292412131	Post_Only	None
SIGLEC1	0.0964676343568547	0.102264023750894	-0.00579638939403891	None	None
SIGLEC14	0.0649993323119558	0.126534462720083	-0.0615351304081277	None	None
SIGLEC5	0.0708029361458549	0.114601109405917	-0.0437981732600624	None	None
SIGLEC7	0.0632668779293769	0.116875944747781	-0.0536090668184046	None	None
SIGLEC8	0.0589268394651824	0.111564125625535	-0.0526372861603529	None	None
SIGLEC9	0.0689992601672959	0.110414398538043	-0.0414151383707468	None	None
SIRPB2	0.120422759662238	0.143160357320112	-0.0227375976578741	None	None
SIRPD	0.0789145237270242	0.12028920697716	-0.0413746832501359	None	None
SIRPG	0.0913915817259415	0.137314130255607	-0.0459225485296653	None	None
SIT1	0.11267818570376	0.0914096513330532	0.021268534370707	None	None
SLA	0.144114558572714	0.170743204387718	-0.0266286458150042	None	Antigen Processing
SLAMF1	0.132247094244654	0.142987547137187	-0.0107404528925324	Shared	T/NK Activation
SLAMF6	0.157801253670605	0.173435459543795	-0.0156342058731907	Shared	T/NK Activation
SLAMF7	0.123011794084605	0.14892052568872	-0.025908731604115	None	None
SLAMF8	0.101799236038443	0.125055133412296	-0.0232558973738526	None	None
SLC16A7	0	0.114370989146448	0	None	Immune Cell Infiltration
SLC2A5	0.0180202501524197	0.122062900154232	-0.104042650001812	Pre_Only	Immune Cell Infiltration
SLC2A9	0.0446812092646586	0.10665947303532	-0.0619782637706617	None	None
SLC37A2	0.0871586777539036	0.113474958141403	-0.0263162803874997	None	None
SLC7A7	0.0572075124802704	0.121793514052029	-0.0645860015717584	None	None
SLC9A9	0.133362464925505	0.145778687732142	-0.0124162228066371	Shared	None
SLCO2B1	0.112027721998238	0.125562479492644	-0.0135347574944066	Shared	None
SLFN12L	0.156557711558552	0.154178984000761	0.00237872755779031	Shared	None
SLFN14	0.0823205655458149	0.101584674279924	-0.0192641087341089	None	None
SLX9	0.0472813221443478	0.1008777242613	-0.0535964021169525	None	None
SMAP2	0.122062592357735	0.0992528788419738	0.0228097135157613	None	None
SMPD4	0.0554646092589603	0.103672945094203	-0.048208335835243	None	None
SNAP47	0.00900049206434594	0.100985919085319	-0.0919854270209729	Pre_Only	None
SNRPA	0	0.126327400522784	0	Pre_Only	None
SNX20	0.148764393850831	0.157111245471127	-0.00834685162029605	Shared	None
SP100	0.0459848461641637	0.115923641156446	-0.069938794992282	None	None
SP140	0.126376429528125	0.155759127242835	-0.0293826977147105	None	None
SPIC	0.0611562910337146	0.126538733590352	-0.065382442556637	None	None
SPINDOC	0	0.106879416914212	0	None	None
SPN	0.141021750232646	0.0825500083130268	0.0584717419196197	Post_Only	NK/T Receptor Signaling
SPP1	0.0265767996655716	0.107865869107301	-0.0812890694417298	Pre_Only	Immune Checkpoint
SPRED1	0	0.108668040870863	0	None	Immune Checkpoint
SQOR	0.0323693253863337	0.106631811188885	-0.0742624858025515	None	None
SRGN	0.0780254648602529	0.137888688496091	-0.0598632236358384	None	None
ST18	0.0390097872744078	0.105118081840308	-0.0661082945658999	None	None
ST8SIA1	0.0925609021290356	0.104544975523539	-0.0119840733945032	None	None
ST8SIA4	0.0943059553553206	0.118938717836941	-0.0246327624816207	None	None
STAM2	0	0.120613254717334	0	Pre_Only	T/NK Activation
STAP1	0.0692489678105661	0.126298383726468	-0.0570494159159015	None	None
STARD5	0	0.120450302666879	0	Pre_Only	None
STAT1	0.0324150422935774	0.143112564898657	-0.110697522605079	Pre_Only	Innate IFN Response
STAT2	0.0509716820371803	0.108730607821436	-0.0577589257842559	None	None
STEAP4	0	0.111116914322959	0	None	T/NK Activation
STK17B	0.0593716120955287	0.10943424885627	-0.0500626367607415	None	None
STOM	0.0930786131460137	0.136909032494854	-0.0438304193488402	None	None
STX11	0.09714437697872	0.10693148180274	-0.00978710482402047	None	None
TAGAP	0.126267104232314	0.133550822378739	-0.0072837181464252	Shared	None
TAGAP-AS1	0.105913419442975	0.108564446070981	-0.00265102662800594	None	None
TAP1	0.0337273003182611	0.105499708774237	-0.0717724084559758	None	None
TAP2	0.0102927233771837	0.101896191521831	-0.0916034681446475	Pre_Only	Antigen Processing
TASL	0.124048236609078	0.159032294028574	-0.034984057419496	None	None
TBX21	0.118562109380371	0.086996226202781	0.03156588317759	Post_Only	NK/T Receptor Signaling
TCF4	0.0868387525955706	0.102199979378576	-0.015361226783005	None	None
TENT5A	0	0.111491798670662	0	None	None
TENT5C	0.0944051291776258	0.113194523531919	-0.0187893943542933	None	None
TESPA1	0.0885763697666213	0.114859022205483	-0.0262826524388615	None	None
TFEC	0.124868048889222	0.170567029089329	-0.0456989802001063	None	None
TGFBR2	0	0.113347758011594	0	None	Immune Checkpoint
THEMIS	0.152224490356345	0.154745835256472	-0.0025213449001272	Shared	NK/T Receptor Signaling
THOP1	0.0456987123431952	0.109750693843235	-0.0640519815000399	None	None
TIFAB	0.122570551765693	0.123877735694974	-0.00130718392928135	Shared	None
TIGIT	0.136267310157945	0.15758504483449	-0.0213177346765454	None	None
TLR1	0.05883130392945	0.169304048490959	-0.110472744561509	Pre_Only	Innate IFN Response
TLR10	0.0647764268133923	0.138241408192446	-0.0734649813790539	None	Innate IFN Response
TLR2	0.105462613225228	0.181789358144974	-0.0763267449197463	None	Innate IFN Response
TLR3	0.046755044376577	0.104769119382141	-0.0580140750055642	None	Innate IFN Response
TLR4	0.103975111791256	0.178636470525743	-0.0746613587344875	None	Innate IFN Response
TLR6	0.0614673002828758	0.142718874140991	-0.0812515738581151	Pre_Only	Innate IFN Response
TLR7	0.055359323874323	0.110944897732212	-0.055585573857889	None	Innate IFN Response
TLR8	0.0707850188261179	0.142821179798495	-0.0720361609723769	None	Innate IFN Response
TMC8	0.101213839353703	0.0629311377631146	0.0382827015905884	Post_Only	Immuno-hot tumor marker
