To	From	Weight
TLR3	GBP4	0.104769119382141
TLR4	GBP4	0.178636470525743
TLR6	GBP4	0.142718874140991
TLR7	GBP4	0.110944897732212
TLR8	GBP4	0.142821179798495
TMC8	GBP4	0.0629311377631146
TMEM106A	GBP4	0.104354064595371
TMEM156	GBP4	0.136124705188998
TMEM200A	GBP4	0.103981439797238
TMEM201	GBP4	0.13420588787146
TMIGD2	GBP4	0.103117888000653
TMIGD3	GBP4	0.114695076375099
TMPO-AS1	GBP4	0.105384171919329
TMUB1	GBP4	0.101280272486875
TNFAIP8L2	GBP4	0.125561199193479
TNFRSF11A	GBP4	0.116642346256479
TNFRSF17	GBP4	0.111284024251018
TNFSF12-TNFSF13	GBP4	0.10837471870699
TNFSF13	GBP4	0.109407366124334
TNFSF13B	GBP4	0.172862429378359
TNFSF14	GBP4	0.116097157533803
TNFSF8	GBP4	0.145953479396652
TRAF1	GBP4	0.0867332727687445
TRAF3IP3	GBP4	0.135732275284816
TRAJ15	GBP4	0.119087372740827
TRAT1	GBP4	0.141155377612377
TREM2	GBP4	0.110099632221835
TRGC2	GBP4	0.115534917062859
TRGV7	GBP4	0.119067257274249
TRIM14	GBP4	0.103260449770714
TRIM21	GBP4	0.144074993301193
TRIM22	GBP4	0.161640966779178
TRIM28	GBP4	0.106160264120807
TRIM34	GBP4	0.131227945703058
TRIM6-TRIM34	GBP4	0.102773448074592
TRIM69	GBP4	0.106187505260744
TXNIP	GBP4	0.115425667561645
TYROBP	GBP4	0.125817593959812
UBD	GBP4	0.128655056528123
UBE2J2	GBP4	0.102872616985985
UBE2L6	GBP4	0.135300781203561
UBE2S	GBP4	0.118811106625946
VNN1	GBP4	0.105182989416086
VNN2	GBP4	0.127052963542363
VSIG4	GBP4	0.12327921586173
VWA5A	GBP4	0.116953069701859
WARS1	GBP4	0.110376732832856
WASHC4	GBP4	0.109923348928907
WIPF1	GBP4	0.13300097451099
WRAP73	GBP4	0.109453971008753
XAF1	GBP4	0.134783168169129
XRCC3	GBP4	0.101602327359022
YDJC	GBP4	0.10001413785241
ZAP70	GBP4	0.0746445679478661
ZC3H12D	GBP4	0.103044070757074
ZFPL1	GBP4	0.102900747813924
ZNF282	GBP4	0.112555905243791
ZNF366	GBP4	0.0989392407154703
ZNF408	GBP4	0.103686589406444
ZNF438	GBP4	0.112509737160154
ZNF593	GBP4	0.104927560541364
ZNF768	GBP4	0.110905148789882
ZNF80	GBP4	0.126760055464992
ZNF831	GBP4	0.118517924145241
