From	To	Weight
ARRDC3-AS1	DDX11	0.274568310543334
B3GALT6	DDX11	0.272464717324504
B3GALT9	DDX11	0.164977317137052
BAIAP2-DT	DDX11	0.257179962209824
BAZ2B-AS1	DDX11	0.219378679985152
C2orf74-AS1	DDX11	0.281140532137332
CAMSAP1-DT	DDX11	0.24329410601613
CD63-AS1	DDX11	0.250291527981694
CENPBD2P	DDX11	0.281922782988195
CERS6-AS1	DDX11	0.198167237826422
CHASERR	DDX11	0.191906959712914
CHROMR	DDX11	0.195844904754087
CLUHP3	DDX11	0.275457182803149
COX10-DT	DDX11	0.261257161023343
CTBP1-DT	DDX11	0.239468755667755
AATBC	EBLN3P	0.413953495887629
AFG3L1P	EBLN3P	0.425639986161968
ALDOC	EBLN3P	0.310073927869032
ARL5A	EBLN3P	0.403075175810774
ARPP19	EBLN3P	0.425871412192094
ARRDC1-AS1	EBLN3P	0.4136870017159
ARRDC3-AS1	EBLN3P	0.416285100111748
B3GALT6	EBLN3P	0.415585171227501
B3GALT9	EBLN3P	0.426802132915065
BAIAP2-DT	EBLN3P	0.424048179346907
BAZ2B-AS1	EBLN3P	0.427938850797724
BCL9L	EBLN3P	0.395455859963932
BICRA	EBLN3P	0.410914544397433
C2orf74-AS1	EBLN3P	0.404617157195319
CAMSAP1-DT	EBLN3P	0.42767225141578
CD63-AS1	EBLN3P	0.424004472000789
CENPBD2P	EBLN3P	0.416261139113428
CERS6-AS1	EBLN3P	0.429223445377452
CGGBP1	EBLN3P	0.40350540050728
CHASERR	EBLN3P	0.429120376598453
CHROMR	EBLN3P	0.426423446738329
CLK2	EBLN3P	0.41444423109929
CLUHP3	EBLN3P	0.422478696200537
COX10-DT	EBLN3P	0.424099167618013
CRIPT	EBLN3P	0.405260467469874
CTBP1-DT	EBLN3P	0.424289662369015
DDX11	EBLN3P	0.212733360626438
AATBC	EIF3J-DT	0.414946275143062
AFG3L1P	EIF3J-DT	0.420039859215474
ALDOC	EIF3J-DT	0.298823184707182
ARL5A	EIF3J-DT	0.374094628700988
ARPP19	EIF3J-DT	0.406743274434912
ARRDC1-AS1	EIF3J-DT	0.416470672041138
ARRDC3-AS1	EIF3J-DT	0.417955461439595
B3GALT6	EIF3J-DT	0.415671974134106
B3GALT9	EIF3J-DT	0.409472249718349
BAIAP2-DT	EIF3J-DT	0.421048450216258
BAZ2B-AS1	EIF3J-DT	0.418244936895418
BCL9L	EIF3J-DT	0.364188515738831
BICRA	EIF3J-DT	0.384144419765045
C2orf74-AS1	EIF3J-DT	0.410831736702326
CAMSAP1-DT	EIF3J-DT	0.419110941286442
CD63-AS1	EIF3J-DT	0.420333868328562
CENPBD2P	EIF3J-DT	0.417365626243333
CERS6-AS1	EIF3J-DT	0.414868916159569
CGGBP1	EIF3J-DT	0.373231795426543
CHASERR	EIF3J-DT	0.414863138060875
CHROMR	EIF3J-DT	0.41435437973535
CLK2	EIF3J-DT	0.395421953065966
CLUHP3	EIF3J-DT	0.419462322685334
COX10-DT	EIF3J-DT	0.420045069431923
CRIPT	EIF3J-DT	0.377743152396416
CTBP1-DT	EIF3J-DT	0.420548945246492
DDX11	EIF3J-DT	0.241158550845145
EBLN3P	EIF3J-DT	0.428158446646791
AATBC	ELOA-AS1	0.405234906834759
AFG3L1P	ELOA-AS1	0.416807232226224
ALDOC	ELOA-AS1	0.309305091197697
ARL5A	ELOA-AS1	0.393162831321314
ARPP19	ELOA-AS1	0.417121265088786
ARRDC1-AS1	ELOA-AS1	0.406193684229786
ARRDC3-AS1	ELOA-AS1	0.408381893210511
B3GALT6	ELOA-AS1	0.408611777630836
