from	to	weight	Type
CD40	ITGAL	0.184462924058073	>0.1
CD40	CYTIP	0.183892234971163	>0.1
CD40	ITK	0.183095001568744	>0.1
CD40	IL10RA	0.18190845095445	>0.1
CD40	SLAMF6	0.181874835457309	>0.1
CD40	AOAH	0.179261639209834	>0.1
CD40	SASH3	0.17780438397163	>0.1
CD40	RCSD1	0.176880892711086	>0.1
CD40	DOCK2	0.174615882005074	>0.1
CD40	CD3D	0.174252616642702	>0.1
CD40	ZNF831	0.173212335288102	>0.1
CD40	GRAP2	0.171685153939239	>0.1
CD40	CD96	0.170598040508935	>0.1
CD40	GZMK	0.170503880485808	>0.1
CD40	LY9	0.170407463551542	>0.1
CD40	BIN2	0.169538843281944	>0.1
CD40	JAML	0.169302817930571	>0.1
CD40	IKZF1	0.168470169800748	>0.1
CD40	TAGAP	0.168259841096995	>0.1
CD40	PIK3CG	0.167362972606825	>0.1
CD40	SLAMF1	0.166595090665842	>0.1
CD40	SLFN12L	0.166504763518869	>0.1
CD40	GIMAP5	0.166211379905761	>0.1
CD40	P2RY10	0.166134368143503	>0.1
CD40	ANKRD44	0.165895516351292	>0.1
CD40	GIMAP1-GIMAP5	0.165887259247772	>0.1
CD40	CD48	0.165375844224246	>0.1
CD40	CD2	0.165043595864172	>0.1
CD40	CCL5	0.164416991831444	>0.1
CD40	TRAT1	0.16380349271169	>0.1
