From	To	Weight
ABHD8	AMOTL2	0.209212878477767
ACADS	AMOTL2	0.221820039472646
ACOT7	AMOTL2	0.16015012749289
ACTR6	AMOTL2	0.152361836044381
ALDH16A1	AMOTL2	0.190687503127082
AMOTL2	AP5Z1	0.223915966125826
AMOTL2	ARFIP1	0.16701301168224
AMOTL2	ARHGAP12	0.141192707581679
AMOTL2	ARHGAP45	0.130784575428877
AMOTL2	ARMC5	0.190593649479014
AMOTL2	ARSA	0.154616587926208
AMOTL2	ATAD3A	0.192373364710638
AMOTL2	ATP13A2	0.2124992542489
AMOTL2	BBLN	0.207119072668258
AMOTL2	BCAR1	0.207428092483032
AMOTL2	BLZF1	0.18958329492766
AMOTL2	BRAT1	0.210059328340218
AMOTL2	BRF1	0.206797381922493
AMOTL2	BTBD2	0.201734191347593
AMOTL2	C1orf159	0.196651299405056
AMOTL2	C1orf35	0.17974893796469
AMOTL2	CAPN15	0.181064504545568
AIM2	CD274	0.171702202693674
AOAH	CD274	0.153572144653708
ARHGAP15	CD274	0.130449692228412
ARHGAP18	CD274	0.140644917653422
ATAD3A	CD274	0.141476527260515
C1orf35	CD274	0.148340428050185
C3AR1	CD274	0.152378262842887
CASP1	CD274	0.147666926727515
CCR2	CD274	0.156236516889137
CCR5	CD274	0.151979049984458
CCRL2	CD274	0.141704948161916
CD274	CD38	0.145819950958939
AIF1	CD40	0.138197300056417
ANKRD44	CD40	0.177040067696768
AOAH	CD40	0.184373640481438
ARHGAP15	CD40	0.162879706012162
ARHGEF6	CD40	0.152343741203532
BIN2	CD40	0.165054213105038
BTK	CD40	0.151385287874308
C3AR1	CD40	0.145896873981797
CCL5	CD40	0.144259323295067
CCR2	CD40	0.156716797811774
CCR5	CD40	0.167283309432784
CD2	CD40	0.161820674575535
CD33	CD40	0.135946520080535
CD38	CD40	0.140360847209751
CD274	CD48	0.151900831192752
CD40	CD48	0.145656840418148
CD274	CD53	0.164343189834547
CD40	CD53	0.155986706047786
CD274	CD84	0.159926223989986
CD40	CD84	0.130775327082697
CD274	CD86	0.162530209344757
CD40	CD86	0.130281089870283
CD274	CD96	0.13843475980289
CD40	CD96	0.167479139778482
AMOTL2	CHPF	0.170331261883605
AMOTL2	CHTF18	0.164961778577282
CD274	CLEC7A	0.155131578051719
CD40	CLEC7A	0.139947589383793
AMOTL2	COL18A1	0.208578569877379
AMOTL2	CORO7	0.161436846834819
AMOTL2	CROCC	0.218661034415021
CD40	CSF2RB	0.160659928656367
AMOTL2	CSNK1G2	0.210369595520404
AMOTL2	CSNK1G3	0.203067173118946
AMOTL2	CTBP1-AS	0.227047659391478
AIF1	CTSS	0.20815725899614
AIM2	CTSS	0.177309057964785
ANKRD44	CTSS	0.153241714521128
AOAH	CTSS	0.191560206316094
ARHGAP15	CTSS	0.174928679252046
ARHGAP18	CTSS	0.166825993543275
ARHGDIB	CTSS	0.208623841619895
ARHGEF6	CTSS	0.148251404484496
ATAD3A	CTSS	0.134098981463292
BCL2A1	CTSS	0.21317453111168
BIN2	CTSS	0.18383033556681
BTK	CTSS	0.18724761093429
