From	To	Weight
AMOTL2	BROX	0.114096896023337
AMOTL2	C1orf159	0.157306404159535
AMOTL2	CACTIN	0.181981986907173
AMOTL2	CACTIN-AS1	0.184255152929268
AMOTL2	CAPN15	0.184130625675682
AMOTL2	CBX3	0.111282414261773
AMOTL2	CCDC9	0.146690962388487
ANKRD44	CD40	0.173374949017501
AOAH	CD40	0.168973506273732
BIN2	CD40	0.159501259654258
C3AR1	CD40	0.119080521490097
CCL5	CD40	0.176479160529287
CCR1	CD40	0.118341604759243
CCR2	CD40	0.16006970772306
CCR5	CD40	0.160167551864591
CD226	CD40	0.115442887679722
CD300A	CD40	0.128062852606715
CD3D	CD40	0.174296455870926
CD3G	CD40	0.162444700381854
CD4	CD40	0.137443698820816
CD40	CD48	0.16755084433148
CD40	CD53	0.1581981560135
CD40	CD84	0.13079759289539
CD40	CD86	0.128592716709172
AMOTL2	CDK10	0.142019201176502
ALDH16A1	CDKL2	0.109070653043707
ANKRD12	CDKL2	0.107717580639792
AURKAIP1	CDKL2	0.108545148227032
BBLN	CDKL2	0.107996731494857
BRMS1	CDKL2	0.1193377613495
CAPN15	CDKL2	0.101546980467332
CARF	CDKL2	0.111509023191098
CCDC171	CDKL2	0.107380341685717
CD40	CEACAM21	0.167354456928239
CD40	CLEC1A	0.106269529701652
CD40	CLEC7A	0.120051855745757
CD40	CMKLR1	0.128657309156239
AMOTL2	CROCC	0.150941756514389
CD40	CSF2RB	0.163193443200961
AMOTL2	CSNK1G2	0.197400380590098
CDKL2	CSNK1G2	0.109314255913892
AMOTL2	CTBP1-AS	0.180473158179794
ANKRD44	CTSS	0.180758716433868
AOAH	CTSS	0.268080329261139
BIN2	CTSS	0.242791106310456
C3AR1	CTSS	0.260090024702899
CCL18	CTSS	0.259774713018998
CCL5	CTSS	0.242416664231514
CCR1	CTSS	0.262223705427056
CCR2	CTSS	0.22472604129101
CCR5	CTSS	0.265870796938216
CD226	CTSS	0.172833162622731
CD300A	CTSS	0.267572017590219
CD300LF	CTSS	0.262614067682532
CD3D	CTSS	0.217426841545817
CD3G	CTSS	0.206590944145697
CD4	CTSS	0.261019383316434
CD40	CTSS	0.118982799111696
CD48	CTSS	0.260098193247593
CD53	CTSS	0.272156538898595
CD84	CTSS	0.255435626786808
CD86	CTSS	0.258292796991162
CEACAM21	CTSS	0.21201701530447
CLEC7A	CTSS	0.263943873862732
CMKLR1	CTSS	0.236877123688069
CPVL	CTSS	0.259464931339914
CSF2RB	CTSS	0.236523235279172
AMOTL2	CYBA	0.124747032376446
CDKL2	CYBA	0.116128948872809
CD40	CYTH4	0.16863908167814
CTSS	CYTH4	0.241701538272611
CD40	CYTIP	0.172616631473535
CTSS	CYTIP	0.235074810412245
ABCB8	DDX11	0.11935995878929
ALDH16A1	DDX11	0.150387985206127
AP3S1	DDX11	0.10040770914383
AP5Z1	DDX11	0.133362598050847
APBA3	DDX11	0.135346673526485
ATAD3B	DDX11	0.143080910690774
AURKAIP1	DDX11	0.13241548470759
BBLN	DDX11	0.14552167030804
C1orf159	DDX11	0.134971381965425
CACTIN	DDX11	0.117090496855853
CACTIN-AS1	DDX11	0.112625901878948
CAPN15	DDX11	0.148855160122931
CROCC	DDX11	0.101336985172246
CSNK1G2	DDX11	0.140033133300011
CTBP1-AS	DDX11	0.11427645602091
CYBA	DDX11	0.112802158459573
CDKL2	DDX49	0.109516164764963
DDX11	DDX49	0.110747869953654
AMOTL2	DGKQ	0.180014546156052
DDX11	DGKQ	0.113965235796013
AMOTL2	DGKZ	0.173996044936248
DDX11	DGKZ	0.104725875175534
CD40	DOK2	0.163452149337654
CTSS	DOK2	0.247133821465082
AMOTL2	DUS3L	0.167978814914684
DDX11	DUS3L	0.133383030417997
AMOTL2	E4F1	0.189834852487101
DDX11	E4F1	0.150068027757655
AMOTL2	ECHDC1	0.106583688408412
AMOTL2	ECI1	0.1251644356046
DDX11	ECI1	0.133546207171854
ABCA10	EGR1	0.165083839261746
ABCA6	EGR1	0.113735855474382
ABCA8	EGR1	0.125482592089653
ABCA9	EGR1	0.146231428035143
ABCA9-AS1	EGR1	0.146450510027985
ABI3BP	EGR1	0.149473978540331
AMELX	EGR1	0.134125594313747
ARHGAP10	EGR1	0.129050071587193
ARMCX4	EGR1	0.153125112885973
C7	EGR1	0.132641116794364
CD34	EGR1	0.119132866753274
COL14A1	EGR1	0.124849463265736
CPED1	EGR1	0.118534747151624
DLG2	EGR1	0.134085285666318
DRICH1	EGR1	0.102961262044962
ECM2	EGR1	0.124258557065813
EEF1AKMT4	EGR1	0.106234009830954
EGR1	EME1	0.146818730811823
AMOTL2	EML3	0.116762817793026
ABCA10	ENO1	0.170511113342423
ABCA6	ENO1	0.138521788104039
ABCA8	ENO1	0.144031459849762
ABCA9	ENO1	0.15498557919476
ABCA9-AS1	ENO1	0.158531552338839
ABI3BP	ENO1	0.162870555846176
AMELX	ENO1	0.166680696365849
ANKRD12	ENO1	0.116713884257985
ARHGAP10	ENO1	0.139974375770324
